date,open,high,low,close,volume,average,barCount,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres,GLD,UVXY,SQQQ
2018-11-08,280.14,281.22,279.22,280.5,493818.71,280.324,239246,273.544,283.6528,263.4352,274.4989,55.5446,280.4,281.15,280.0,383.9,115.78,479.0,1267.0
2018-11-09,279.03,279.24,276.18,277.76,705649.89,277.7905,327906,273.6345,283.8596,263.4094,274.5227,51.378,277.48,279.16,275.0,383.9,114.48,499.9,1330.0
2018-11-12,277.15,277.46,271.99,272.57,786782.65,273.995,380788,273.543,283.7718,263.3142,274.507,44.5596,272.42,272.99,270.0,383.9,113.66,561.0,1450.0
2018-11-13,273.06,275.33,271.25,272.06,788434.06,272.976,404956,273.126,282.8712,263.3808,274.4874,43.9425,272.02,272.42,270.0,383.9,113.7,568.9,1448.0
2018-11-14,274.14,274.61,268.45,270.2,955579.91,271.126,467082,272.6135,281.8277,263.3993,274.4462,41.6756,269.0,270.36,270.0,383.9,114.64,590.1,1484.0
2018-11-15,268.78,273.54,267.01,273.02,1019563.24,270.66,500527,272.4445,281.4973,263.3917,274.4317,46.2067,272.99,273.09,270.0,383.9,114.77,581.4,1406.0
2018-11-16,271.79,274.75,271.21,273.73,788109.58,273.195,372530,272.3185,281.2249,263.4121,274.4263,47.3164,273.44,274.25,270.0,383.9,115.62,541.2,1421.0
2018-11-19,273.05,273.38,266.74,269.1,775492.08,269.851,381674,272.023,280.9447,263.1013,274.3858,41.3288,269.0,270.36,265.0,383.9,115.67,589.3,1561.0
2018-11-20,265.37,267.0,263.15,264.12,1027809.26,264.939,502314,271.5485,281.0713,262.0257,274.2834,36.0452,260.85,266.64,260.0,383.9,115.67,638.4,1643.0
2018-11-21,265.86,267.15,265.01,265.02,521875.58,266.1105,258195,271.5335,281.0964,261.9706,274.2368,37.5979,260.85,266.64,265.0,383.9,115.86,614.9,1608.0
2018-11-23,263.18,264.83,263.07,263.25,292532.3,263.922,137874,271.192,281.4039,260.9801,274.2058,35.7592,260.85,266.64,260.0,383.9,115.77,622.8,1645.0
2018-11-26,265.78,267.75,265.34,267.5,561231.36,266.7025,252258,271.3005,281.305,261.296,274.1698,42.9709,266.98,267.83,265.0,383.9,115.64,570.2,1531.0
2018-11-27,266.34,268.4,265.66,268.4,565863.27,267.355,260710,271.5275,281.0403,262.0147,274.1387,44.3944,267.83,269.0,265.0,383.9,114.95,553.8,1514.0
2018-11-28,269.6,274.58,268.53,274.58,962064.66,271.921,427391,271.868,281.3057,262.4303,274.1427,53.0593,274.25,277.48,270.0,383.9,115.38,529.1,1372.0
2018-11-29,273.71,275.55,272.43,273.98,646173.35,273.949,305352,272.0355,281.4982,262.5728,274.1417,52.2087,273.44,274.25,270.0,383.9,115.74,545.5,1385.0
2018-11-30,273.81,276.28,273.45,275.65,590055.96,275.0145,256251,272.1425,281.7172,262.5678,274.15,54.4,274.25,277.48,275.0,383.9,115.54,522.3,1353.0
2018-12-03,280.26,280.4,277.5,279.3,783126.66,278.849,363782,272.513,282.5808,262.4452,274.1874,58.8417,279.16,280.4,275.0,383.9,116.41,478.0,1286.0
2018-12-04,278.37,278.85,269.9,270.25,1382452.53,273.1945,681199,272.356,282.462,262.25,274.1376,46.6962,269.0,270.36,270.0,383.9,117.12,569.8,1429.0
2018-12-06,265.92,269.97,262.44,269.84,1589448.96,266.16,817024,272.092,282.1712,262.0128,274.0761,46.2307,269.0,270.36,265.0,383.9,117.14,588.7,1402.0
2018-12-07,269.46,271.22,262.63,263.57,1279536.11,265.776,649665,271.22,281.0774,261.3626,273.9563,39.7103,260.85,266.64,260.0,383.9,118.09,653.6,1543.0
2018-12-10,263.37,265.17,258.62,264.07,1309497.22,262.042,704257,270.3985,279.751,261.046,273.8423,40.4318,260.85,266.64,260.0,383.9,117.68,651.6,1494.0
2018-12-11,267.66,267.87,262.48,264.13,1018106.22,265.3005,501365,269.717,278.8072,260.6268,273.756,40.5238,260.85,266.64,260.0,383.9,117.54,644.9,1479.0
2018-12-12,267.47,269.0,265.37,265.46,762816.06,267.246,379114,269.3615,278.5334,260.1896,273.7011,42.6383,260.85,266.64,265.0,383.9,117.79,637.1,1440.0
2018-12-13,266.51,267.49,264.12,265.37,733854.72,265.5325,370277,269.027,278.2685,259.7855,273.6485,42.5281,260.85,266.64,265.0,383.9,117.53,622.4,1439.0
2018-12-14,262.96,264.03,259.85,260.47,943204.49,261.657,466332,268.5405,278.4817,258.5993,273.5423,36.9324,259.85,260.66,260.0,383.9,117.06,658.7,1545.0
2018-12-17,259.43,260.65,253.52,255.36,1252085.54,256.8935,629002,267.6575,278.9021,256.4129,273.3498,32.1775,243.67,259.16,255.0,383.9,117.87,710.7,1653.0
2018-12-18,257.19,257.95,253.28,255.08,1024528.8,256.0805,486825,266.725,278.8587,254.5913,273.1929,31.9349,243.67,259.16,255.0,383.9,118.15,717.1,1620.0
2018-12-19,255.17,259.4,249.35,251.26,1742157.11,254.0775,958192,265.833,279.6442,252.0218,272.8772,28.75,243.67,259.16,250.0,383.9,117.43,708.1,1739.0
2018-12-20,249.86,251.62,244.65,247.17,1948477.98,248.1835,975057,264.9855,281.0152,248.9558,272.4699,25.7849,243.67,259.16,245.0,383.9,119.24,767.2,1810.0
2018-12-21,246.72,249.71,239.98,240.7,1785134.34,244.365,865438,263.7695,282.9787,244.5603,272.0154,21.9315,233.76,243.67,240.0,383.9,118.72,825.9,1990.0
2018-12-24,239.03,240.29,234.31,234.34,1060564.04,237.178,514116,262.324,285.4281,239.2199,271.6979,18.9359,233.76,243.67,230.0,383.9,120.02,880.8,2135.0
2018-12-26,235.97,246.18,233.76,246.18,1497121.5,239.5485,767613,261.258,285.2585,237.2575,271.3979,36.3626,243.67,259.16,245.0,383.9,119.66,814.9,1734.0
2018-12-27,242.57,248.17,238.96,248.07,1427284.37,242.7575,726806,260.2415,284.6643,235.8187,271.1393,38.6306,243.67,259.16,245.0,383.9,120.57,865.3,1708.0
2018-12-28,249.58,251.4,246.45,247.75,1177708.14,248.6605,584200,258.9,282.97,234.83,270.9273,38.3812,243.67,259.16,245.0,383.9,121.06,866.4,1713.0
2018-12-31,249.56,250.16,247.47,249.92,893217.93,248.936,415231,257.697,281.0255,234.3685,270.7839,41.1557,243.67,259.16,245.0,383.9,121.25,817.3,1676.0
2019-01-02,245.98,251.21,245.95,250.18,861901.32,249.111,428984,256.4235,278.4365,234.4105,270.649,41.4956,243.67,259.16,250.0,383.9,121.33,779.2,1650.0
2019-01-03,248.26,248.57,243.67,244.21,1063093.91,245.7495,495387,254.669,274.6046,234.7334,270.4373,36.3093,243.67,259.16,240.0,383.9,122.43,833.0,1813.0
2019-01-04,247.59,253.11,247.17,252.39,1046877.01,251.0535,501867,253.776,272.3965,235.1555,270.2961,46.2264,243.67,259.16,250.0,383.9,121.44,735.4,1575.0
2019-01-07,252.69,255.95,251.69,254.38,726017.25,254.296,322073,253.003,270.1142,235.8918,270.2102,48.3341,243.67,259.16,250.0,383.9,121.86,709.5,1525.0
2019-01-08,256.82,257.31,254.0,256.77,738955.12,255.9175,342222,252.663,269.1808,236.1452,270.1368,50.8269,243.67,259.16,255.0,383.9,121.53,688.0,1482.0
2019-01-09,257.55,258.91,256.19,257.97,708384.44,257.8605,322290,252.358,268.2349,236.4811,270.0734,52.0771,243.67,259.16,255.0,383.9,122.31,665.2,1449.0
2019-01-10,256.3,259.16,255.5,258.88,704832.37,257.7595,312432,252.0955,267.3464,236.8446,270.0157,53.0519,243.67,259.16,255.0,383.9,121.59,654.2,1434.0
2019-01-11,257.68,258.98,257.03,258.98,507289.51,258.172,215136,251.7715,266.1217,237.4213,269.9749,53.1647,243.67,259.16,255.0,383.9,121.8,620.5,1450.0
2019-01-14,256.86,258.3,256.41,257.4,445451.49,257.655,194922,251.373,264.5883,238.1577,269.9342,51.0775,243.67,259.16,255.0,383.9,122.09,623.6,1491.0
2019-01-15,257.82,260.7,257.81,260.35,652739.83,259.6775,268850,251.367,264.5659,238.1681,269.8889,54.6568,259.85,260.66,260.0,383.9,121.88,582.6,1404.0
2019-01-16,260.83,261.97,260.6,260.98,538501.77,261.3335,232065,251.648,265.4026,237.8934,269.8544,55.4071,260.85,266.64,260.0,383.9,122.27,598.4,1402.0
2019-01-17,260.01,263.92,259.96,262.96,647587.65,262.0925,285928,252.042,266.5955,237.4885,269.8224,57.7722,260.85,266.64,260.0,383.9,122.11,589.7,1371.0
2019-01-18,264.98,266.98,264.1,266.46,752825.94,265.762,329449,252.802,268.6433,236.9607,269.8043,61.6448,260.85,266.64,265.0,383.9,121.02,568.5,1332.0
2019-01-22,264.82,265.06,261.06,262.86,834776.48,262.687,381407,253.5865,269.7845,237.3885,269.7632,55.9602,260.85,266.64,260.0,383.9,121.45,645.0,1409.0
2019-01-23,264.01,264.79,260.66,263.41,693646.24,262.7425,322586,254.722,270.3202,239.1238,269.7321,56.6184,260.85,266.64,260.0,383.9,121.28,635.0,1406.0
2019-01-24,263.21,264.2,262.08,263.55,463374.3,263.2255,222527,256.1825,269.1159,243.2491,269.712,56.7954,260.85,266.64,260.0,383.9,121.09,604.6,1380.0
2019-01-25,265.61,266.7,265.11,265.78,736751.7,265.9715,304084,257.1625,269.8843,244.4407,269.6917,59.6215,260.85,266.64,265.0,383.9,122.86,569.7,1330.0
2019-01-28,263.39,263.83,261.79,263.76,589333.96,262.99,279677,257.947,270.2577,245.6363,269.6674,56.0453,260.85,266.64,260.0,383.9,123.29,606.1,1380.0
2019-01-29,263.9,264.55,262.48,263.41,441079.28,263.463,194321,258.73,270.3177,247.1423,269.6482,55.4249,260.85,266.64,260.0,383.9,123.98,601.4,1420.0
2019-01-30,265.1,268.52,264.25,267.58,741335.9,266.5325,336206,259.613,271.0715,248.1545,269.6376,60.9682,266.98,267.83,265.0,383.9,124.69,562.8,1312.0
2019-01-31,267.51,270.47,267.27,269.93,679511.69,269.3225,280364,260.6005,272.0411,249.1599,269.639,63.7073,269.0,270.36,265.0,383.9,124.75,528.9,1253.0
2019-02-01,270.15,271.2,269.18,270.06,628568.49,270.138,253958,261.893,271.2937,252.4923,269.6408,63.8584,269.0,270.36,270.0,383.9,124.5,520.3,1271.0
2019-02-04,270.11,272.02,269.36,271.96,420213.53,270.897,181191,262.8715,272.1855,253.5575,269.6474,66.0811,271.3,272.02,270.0,383.9,123.96,495.4,1225.0
2019-02-05,272.47,273.44,271.88,273.1,523050.24,272.846,217747,263.8075,273.2811,254.3339,269.6597,67.3774,273.09,273.44,270.0,383.9,124.28,490.1,1192.0
2019-02-06,272.79,273.34,271.92,272.74,413528.27,272.679,178191,264.606,274.2627,254.9493,269.6684,66.5129,272.42,272.99,270.0,383.9,123.44,484.5,1201.0
2019-02-07,270.94,271.55,268.29,270.14,748976.81,269.6525,355488,265.2145,274.6531,255.7759,269.6707,60.4775,269.0,270.36,270.0,383.9,123.74,509.3,1250.0
2019-02-08,268.75,270.51,267.83,270.47,586148.97,269.016,263279,265.794,275.0267,256.5613,269.6739,60.9617,270.36,271.3,270.0,383.9,124.21,500.0,1243.0
2019-02-11,271.2,271.49,270.03,270.62,438858.82,270.6705,204381,266.376,275.2788,257.4732,269.6767,61.1944,270.36,271.3,270.0,383.9,123.6,492.7,1247.0
2019-02-12,272.42,274.52,272.34,274.1,544700.46,273.754,222575,267.211,275.7133,258.7087,269.6928,66.2249,273.44,274.25,270.0,383.9,123.86,479.4,1193.0
2019-02-13,275.03,275.93,274.56,274.99,504243.35,275.245,200897,267.943,276.4773,259.4087,269.7106,67.3892,274.25,277.48,270.0,383.9,123.37,476.9,1192.0
2019-02-14,273.78,275.64,272.87,274.38,636171.69,274.313,281678,268.613,276.9574,260.2686,269.7302,65.7171,274.25,277.48,270.0,383.9,124.06,488.6,1186.0
2019-02-15,276.34,277.41,276.13,277.37,614216.08,276.7255,255872,269.3335,278.0798,260.5872,269.7612,69.6874,274.25,277.48,275.0,383.9,124.8,464.9,1173.0
2019-02-19,276.49,278.58,276.47,277.85,426837.8,277.807,160756,269.903,279.2868,260.5192,269.784,70.2824,277.48,279.16,275.0,383.9,126.7,465.3,1166.0
2019-02-20,277.81,278.92,277.25,278.41,573022.67,278.1505,236029,270.6805,280.1774,261.1836,269.8164,70.9977,277.48,279.16,275.0,383.9,126.48,439.2,1166.0
2019-02-21,277.73,278.1,276.34,277.42,483201.89,277.243,210080,271.381,280.6944,262.0676,269.8404,67.8869,274.25,277.48,275.0,383.9,125.05,446.2,1180.0
2019-02-22,278.11,279.36,277.82,279.14,543581.48,278.7105,209061,272.1605,281.3303,262.9907,269.8733,70.3201,277.48,279.16,275.0,383.9,125.5,421.3,1154.0
2019-02-25,280.73,281.31,279.43,279.52,481301.34,280.402,194816,272.8475,282.0609,263.6341,269.9035,70.8456,279.16,280.4,275.0,383.9,125.37,432.4,1141.0
2019-02-26,279.13,280.3,278.9,279.32,450381.54,279.606,185406,273.6255,282.2469,265.0041,269.9309,70.1416,279.16,280.4,275.0,383.9,125.58,438.0,1138.0
2019-02-27,278.55,279.59,277.48,279.2,439875.81,278.713,192362,274.415,281.9767,266.8533,269.9573,69.6941,279.16,280.4,275.0,383.9,124.69,439.0,1142.0
2019-02-28,278.96,279.45,278.32,278.68,472772.86,278.852,185357,274.97,282.0581,267.8819,269.9838,67.6791,277.48,279.16,275.0,383.9,123.99,437.4,1150.0
2019-03-01,280.44,280.88,278.82,280.42,559206.73,280.103,218978,275.4945,282.5657,268.4233,270.0213,70.7288,280.4,281.15,280.0,383.9,121.88,408.8,1125.0
2019-03-04,281.6,281.87,276.84,279.4,757966.55,279.0755,348209,275.9615,282.7639,269.1591,270.0666,66.7526,279.16,280.4,275.0,383.9,121.56,423.8,1125.0
2019-03-05,279.55,279.76,278.41,279.02,392083.72,279.202,166651,276.3145,282.981,269.648,270.089,65.2802,277.48,279.16,275.0,383.9,121.72,426.7,1123.0
2019-03-06,279.15,279.16,276.97,277.33,527974.83,277.806,216836,276.526,283.0378,270.0142,270.1133,59.0427,274.25,277.48,275.0,383.9,121.61,444.7,1141.0
2019-03-07,276.83,276.99,274.07,275.01,758297.73,275.1875,325533,276.6395,282.9597,270.3193,270.1367,51.7347,274.25,277.48,275.0,383.9,121.51,470.9,1186.0
2019-03-08,272.93,274.65,272.42,274.46,632721.22,273.3435,292100,276.8555,282.5353,271.1757,270.1539,50.1499,274.25,277.48,270.0,383.9,122.84,475.4,1190.0
2019-03-11,275.26,278.62,275.23,278.44,473152.96,277.58,211543,277.254,282.1501,272.3579,270.1785,59.7567,277.48,279.16,275.0,383.9,122.24,424.0,1117.0
2019-03-12,279.04,280.07,278.85,279.49,502053.36,279.5145,206622,277.6975,281.6196,273.7754,270.2077,61.8457,279.16,280.4,275.0,383.9,122.98,405.8,1098.0
2019-03-13,280.48,282.38,280.3,281.34,522773.86,281.4665,227731,278.0595,281.9226,274.1964,270.244,65.2668,281.31,281.87,280.0,383.9,123.84,399.7,1076.0
2019-03-14,281.37,281.84,280.66,281.16,389596.78,281.263,177720,278.368,282.1866,274.5494,270.2704,64.6593,281.15,281.18,280.0,383.9,122.41,390.0,1079.0
2019-03-15,280.54,282.21,280.33,281.31,505996.31,281.236,224202,278.7145,282.2714,275.1576,270.3051,64.9521,281.31,281.87,280.0,383.9,122.97,377.9,1054.0
2019-03-18,281.55,282.66,281.3,282.33,440667.88,282.082,201036,278.9625,282.7911,275.1339,270.3378,66.9566,281.87,282.39,280.0,383.9,123.04,379.8,1043.0
2019-03-19,283.51,284.36,281.41,282.4,631485.39,282.985,284507,279.19,283.2602,275.1198,270.3847,67.0957,282.39,283.47,280.0,383.9,123.38,384.4,1034.0
2019-03-20,282.17,283.5,280.32,281.55,682223.58,281.9115,337273,279.347,283.5256,275.1684,270.4314,63.5952,281.31,281.87,280.0,383.9,124.18,389.6,1018.0
2019-03-21,280.63,285.18,280.59,284.73,630435.46,283.8345,285841,279.7125,284.4007,275.0243,270.4865,69.9183,284.37,284.82,280.0,383.9,123.68,381.4,971.0
2019-03-22,283.22,283.81,279.18,279.25,983118.74,280.8575,479239,279.718,284.4037,275.0323,270.5388,52.8748,279.16,280.4,275.0,383.9,123.97,447.9,1036.0
2019-03-25,278.88,280.19,277.64,279.04,605960.66,278.807,308832,279.694,284.3884,274.9996,270.5699,52.3482,277.48,279.16,275.0,383.9,124.92,448.7,1041.0
2019-03-26,280.99,282.18,279.56,281.12,481973.63,280.9065,228712,279.784,284.5152,275.0528,270.6006,56.9244,280.4,281.15,280.0,383.9,124.3,413.0,1027.0
2019-03-27,281.11,281.76,277.93,279.65,584666.39,279.7195,287744,279.8065,284.5306,275.0824,270.6324,53.0471,279.16,280.4,275.0,383.9,123.65,421.8,1047.0
2019-03-28,280.35,281.21,279.07,280.71,465709.74,280.309,219679,279.908,284.6182,275.1978,270.6605,55.4058,280.4,281.15,280.0,383.9,121.9,408.4,1040.0
2019-03-29,282.39,282.84,281.14,282.48,500955.56,282.1405,230703,280.011,284.8498,275.1722,270.6959,59.1006,282.39,283.47,280.0,383.9,122.01,389.0,1017.0
2019-04-01,284.71,286.16,284.4,285.83,512156.61,285.282,227315,280.3325,285.7821,274.8829,270.7421,65.0096,285.54,286.7,285.0,383.9,121.53,378.5,978.0
2019-04-02,286.04,286.23,285.09,285.97,332553.79,285.787,157060,280.68,286.6152,274.7448,270.7722,65.2356,285.54,286.7,285.0,383.9,121.98,377.2,966.0
2019-04-03,287.32,287.76,285.75,286.42,482163.12,286.8175,220328,281.1345,287.3591,274.9099,270.8169,65.996,285.54,286.7,285.0,383.9,121.8,381.1,950.0
2019-04-04,286.78,287.46,286.01,287.18,392904.43,286.8645,184686,281.743,287.8317,275.6543,270.8549,67.2971,286.7,287.3,285.0,383.9,122.11,376.3,952.0
2019-04-05,287.92,288.63,287.6,288.57,384258.44,288.2845,174829,282.4485,288.2618,276.6352,270.8951,69.5889,287.3,288.66,285.0,383.9,121.98,364.3,937.0
2019-04-08,288.1,288.91,287.37,288.79,357945.3,288.206,158024,282.966,289.094,276.838,270.9328,69.9478,288.66,289.21,285.0,383.9,122.51,361.7,930.0
2019-04-09,287.72,288.08,286.7,287.31,476659.87,287.336,192714,283.357,289.5456,277.1684,270.9786,64.4374,287.3,288.66,285.0,383.9,123.15,380.7,940.0
2019-04-10,287.77,288.39,287.31,288.29,355024.78,287.856,134075,283.7045,290.1751,277.2339,271.0146,66.3289,287.3,288.66,285.0,383.9,123.53,365.4,925.0
2019-04-11,288.83,288.84,287.57,288.21,366706.21,288.1805,136363,284.057,290.7005,277.4135,271.0515,66.0202,287.3,288.66,285.0,383.9,121.95,354.0,933.0
2019-04-12,290.0,290.47,289.26,290.16,406923.98,289.9185,157964,284.4995,291.5204,277.4786,271.0969,69.7197,289.21,290.34,290.0,383.9,121.83,329.7,920.0
2019-04-15,290.24,290.35,289.07,289.97,324903.31,289.713,137283,284.8815,292.2132,277.5498,271.1326,68.9322,289.21,290.34,285.0,383.9,121.6,323.3,921.0
2019-04-16,290.95,291.01,289.5,290.16,342988.1,290.3455,139773,285.2695,292.8519,277.6871,271.1705,69.3056,289.21,290.34,290.0,383.9,120.51,319.8,911.0
2019-04-17,291.4,291.43,288.99,289.45,407430.77,289.8135,167518,285.6645,293.2538,278.0752,271.2137,66.1084,289.21,290.34,285.0,383.9,120.28,322.7,902.0
2019-04-18,290.1,290.32,288.66,290.02,382865.67,289.7285,155004,285.929,293.7352,278.1228,271.2553,67.4083,289.21,290.34,290.0,383.9,120.37,315.6,900.0
2019-04-22,289.17,290.44,289.07,290.27,277097.89,289.9555,112551,286.48,293.8671,279.0929,271.2857,67.9882,289.21,290.34,290.0,383.9,120.37,310.8,892.0
2019-04-23,290.68,293.14,290.42,292.88,374552.02,292.204,157865,287.172,294.2271,280.1169,271.3323,73.3248,292.24,293.62,290.0,383.9,120.12,307.5,858.0
2019-04-24,292.77,293.16,292.07,292.23,317249.02,292.65,137693,287.7275,294.5342,280.9208,271.3705,70.1867,291.74,292.24,290.0,383.9,120.47,318.0,866.0
2019-04-25,292.13,292.78,290.73,292.05,365229.86,292.017,164076,288.3475,294.3042,282.3908,271.4138,69.3022,291.74,292.24,290.0,383.9,120.57,327.0,858.0
2019-04-26,292.1,293.49,291.24,293.41,351183.07,292.446,151621,288.9825,294.2102,283.7548,271.4581,72.1572,292.24,293.62,290.0,383.9,121.37,310.8,855.0
2019-04-29,293.51,294.45,293.41,293.87,273648.43,293.98,124572,289.552,294.2798,284.8242,271.4932,73.0695,293.62,293.93,290.0,383.9,120.83,318.2,850.0
2019-04-30,293.49,294.34,291.92,294.02,438167.46,293.3265,176031,289.9615,294.7472,285.1758,271.5495,73.3759,293.94,294.24,290.0,383.9,121.2,317.9,870.0
2019-05-01,294.72,294.95,291.8,291.81,543869.17,293.736,246165,290.2535,294.7323,285.7747,271.6121,62.1567,291.74,292.24,290.0,383.9,120.4,335.9,880.0
2019-05-02,291.68,292.7,289.52,291.18,533735.59,291.0585,248462,290.4915,294.6225,286.3605,271.6714,59.3699,290.34,291.74,290.0,383.9,119.94,337.1,890.0
2019-05-03,292.82,294.34,292.56,294.03,379405.51,293.568,172933,290.834,294.9458,286.7222,271.7194,66.6537,293.94,294.24,290.0,383.9,120.65,313.4,848.0
2019-05-06,289.25,293.31,288.9,292.82,599425.54,291.587,280189,291.0465,295.1073,286.9857,271.7907,61.6042,292.24,293.62,290.0,383.9,120.81,338.8,863.0
2019-05-07,290.15,290.81,285.81,287.93,1002689.54,287.988,457238,291.0035,295.1756,286.8314,271.8814,46.3292,287.3,288.66,285.0,383.9,121.21,423.2,914.0
2019-05-08,287.54,289.43,286.87,287.53,648616.59,288.2665,316183,291.0145,295.1486,286.8804,271.9381,45.3388,287.3,288.66,285.0,383.9,120.91,412.9,921.0
2019-05-09,285.24,287.33,283.3,286.66,820745.17,285.431,391901,290.933,295.3344,286.5316,272.0053,43.177,285.54,286.7,285.0,383.9,121.2,411.3,936.0
2019-05-10,285.62,288.94,282.3,288.1,914019.48,285.5985,441347,290.9275,295.3427,286.5123,272.0867,47.6282,287.3,288.66,285.0,383.9,121.43,364.4,935.0
2019-05-13,282.42,283.49,279.93,280.86,976255.55,281.346,475959,290.4625,296.6901,284.2349,272.1338,33.4434,280.4,281.15,280.0,383.9,122.67,442.5,1032.0
2019-05-14,282.02,285.1,281.85,283.4,606614.6,283.81,287385,290.134,297.0822,283.1858,272.1713,40.175,282.39,283.47,280.0,383.9,122.46,408.0,998.0
2019-05-15,281.59,285.77,281.36,285.06,540546.61,284.2405,260258,289.879,297.1706,282.5874,272.2094,44.1507,284.82,285.43,285.0,383.9,122.39,382.6,957.0
2019-05-16,285.84,289.21,285.76,287.7,543132.2,287.9755,259835,289.7915,297.1433,282.4397,272.2553,49.8577,287.3,288.66,285.0,383.9,121.51,359.3,928.0
2019-05-17,285.14,288.6,285.13,285.84,619626.82,286.762,295843,289.5825,297.1315,282.0335,272.3011,46.2702,285.54,286.7,285.0,383.9,120.65,365.4,957.0
2019-05-20,284.06,285.43,283.12,283.95,491397.04,284.2685,241718,289.2665,297.1935,281.3395,272.3321,42.8929,283.47,284.37,280.0,383.9,120.64,373.7,1005.0
2019-05-21,285.83,286.93,285.55,286.51,356325.71,286.3345,182450,288.948,296.78,281.116,272.3594,48.3881,285.54,286.7,285.0,383.9,120.36,346.1,976.0
2019-05-22,285.45,286.69,285.1,285.63,367415.36,285.7995,177539,288.618,296.4252,280.8108,272.3857,46.7237,285.54,286.7,285.0,383.9,120.24,339.9,987.0
2019-05-23,283.16,283.21,280.57,282.14,743854.63,281.7215,345846,288.1225,296.247,279.998,272.4247,40.7388,281.87,282.39,280.0,383.9,121.17,373.5,1032.0
2019-05-24,283.74,284.2,282.09,282.78,375206.59,283.0815,181851,287.591,295.6529,279.5291,272.4456,42.2009,282.39,283.47,280.0,383.9,121.3,362.4,1035.0
2019-05-28,283.09,284.15,280.15,280.15,518418.59,282.061,253399,286.905,295.0475,278.7625,272.467,38.0467,279.16,280.4,280.0,383.9,120.83,378.2,1048.0
2019-05-29,278.91,279.36,276.71,278.27,789139.57,278.068,348784,286.1175,294.4005,277.8345,272.4914,35.3667,277.48,279.16,275.0,383.9,120.87,388.1,1073.5
2019-05-30,279.11,280.04,277.8,279.03,455078.77,278.9515,204858,285.4785,293.8773,277.0797,272.5072,37.2898,277.48,279.16,275.0,383.9,121.69,378.1,1060.25
2019-05-31,276.2,277.12,275.24,275.27,619765.16,275.958,286891,284.683,293.7577,275.6083,272.5163,32.1872,274.25,277.48,275.0,383.9,123.33,401.4,1111.0
2019-06-03,275.31,276.56,273.09,274.57,780592.76,274.728,355009,283.71,292.7402,274.6798,272.5247,31.3277,274.25,277.48,270.0,383.9,125.11,405.6,1182.25
2019-06-04,277.12,280.68,276.62,280.53,593301.46,278.817,273545,283.0955,291.1861,275.0049,272.5497,44.8343,280.4,281.15,280.0,383.9,125.15,373.8,1087.0
2019-06-05,282.33,282.99,280.32,282.96,540945.5,281.897,238258,282.847,290.6278,275.0662,272.5792,49.2196,282.39,283.47,280.0,383.9,125.47,361.3,1062.25
2019-06-06,283.29,285.55,282.57,284.8,481970.13,284.0055,216874,282.7105,290.2499,275.1711,272.6101,52.311,284.37,284.82,280.0,383.9,125.88,350.9,1037.5
2019-06-07,285.93,288.85,285.74,287.65,541009.85,287.7595,239563,282.76,290.4146,275.1054,272.6525,56.7072,287.3,288.66,285.0,383.9,126.59,354.3,978.5
2019-06-10,289.36,290.82,288.87,288.97,463466.28,289.728,208447,282.8035,290.5878,275.0192,272.6919,58.6104,288.66,289.21,285.0,383.9,125.33,349.8,944.25
2019-06-11,290.99,291.4,288.18,288.9,424660.96,289.4585,197101,283.2055,291.368,275.043,272.7276,58.4636,288.66,289.21,285.0,383.9,125.18,350.6,939.5
2019-06-12,288.64,289.26,287.81,288.39,340546.37,288.3895,143907,283.455,291.9253,274.9847,272.7553,57.337,287.3,288.66,285.0,383.9,125.83,348.3,956.0
2019-06-13,289.4,289.98,288.62,289.58,353096.54,289.2775,151974,283.681,292.5427,274.8193,272.786,59.3074,289.21,290.34,285.0,383.9,126.6,345.6,939.75
2019-06-14,289.26,289.93,288.41,289.26,347399.81,289.075,158592,283.759,292.7867,274.7313,272.8156,58.5246,289.21,290.34,285.0,383.9,126.56,340.8,953.0
2019-06-17,289.52,290.22,289.18,289.37,290861.68,289.7225,129137,283.9355,293.2524,274.6186,272.8404,58.7263,289.21,290.34,285.0,383.9,126.48,335.0,935.0
2019-06-18,291.39,293.57,290.99,292.4,608358.35,292.541,267858,284.358,294.379,274.337,272.9016,63.929,292.24,293.62,290.0,383.9,127.12,331.1,895.5
2019-06-19,292.55,293.65,291.47,293.06,534046.11,292.701,231884,284.6855,295.3724,273.9986,272.9568,64.9649,292.24,293.62,290.0,383.9,127.89,313.6,884.75
2019-06-20,296.04,296.31,293.12,295.86,624754.05,295.3855,259859,285.197,296.9426,273.4514,273.0299,69.0288,294.88,295.97,295.0,383.9,131.11,316.3,861.25
2019-06-21,294.14,295.52,293.76,294.0,485749.73,294.432,201785,285.79,298.0449,273.5351,273.0818,63.7396,293.94,294.24,290.0,383.9,131.98,326.5,864.25
2019-06-24,294.23,294.58,293.47,293.64,310274.82,294.035,135423,286.333,298.9629,273.7031,273.1143,62.7377,293.62,293.93,290.0,383.9,133.94,321.3,865.5
2019-06-25,293.69,293.73,290.64,290.76,504551.16,291.8525,219233,286.8635,299.2999,274.4271,273.1595,55.2544,290.34,291.74,290.0,383.9,134.2,334.7,902.75
2019-06-26,291.75,292.31,290.34,290.47,328667.58,291.1695,144446,287.4735,299.3481,275.5989,273.1884,54.5489,290.34,291.74,290.0,383.9,132.97,329.9,891.25
