date,open,high,low,close,volume,average,barCount,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres,GLD,UVXY,SQQQ
2018-09-26,290.92,292.24,289.41,289.88,535347.48,290.8685,228407,290.1695,292.9912,287.3478,273.9277,53.4391,289.21,290.34,285.0,383.9,113.05,379.0,1143.0
2018-09-27,290.44,291.91,290.1,290.69,420552.83,291.006,180562,290.13,292.8988,287.3612,274.0288,56.1865,290.34,291.74,290.0,383.9,112.05,368.1,1113.0
2018-09-28,289.99,291.28,289.95,290.72,493874.77,290.61,210929,290.151,292.931,287.371,274.1463,56.2893,290.34,291.74,290.0,383.9,112.76,368.0,1114.0
2018-10-01,292.13,292.93,290.98,291.73,456840.23,292.044,195503,290.222,293.0859,287.3581,274.26,59.7185,290.34,291.74,290.0,383.9,112.57,361.2,1108.0
2018-10-02,291.56,292.36,291.14,291.56,360437.33,291.7355,166553,290.308,293.2237,287.3923,274.3478,58.8812,290.34,291.74,290.0,383.9,113.87,362.3,1114.0
2018-10-03,292.72,293.21,291.32,291.72,448556.04,292.323,195612,290.4425,293.3581,287.5269,274.4568,59.4573,290.34,291.74,290.0,383.9,113.42,357.2,1113.0
2018-10-04,291.18,291.24,287.66,289.44,851709.91,289.207,379831,290.5065,293.2712,287.7418,274.6333,48.9347,289.21,290.34,285.0,383.9,113.48,390.4,1175.0
2018-10-05,289.69,290.27,286.22,287.82,770980.96,288.01,361463,290.5175,293.2373,287.7977,274.7724,43.0984,287.3,288.66,285.0,383.9,113.8,402.9,1220.0
2018-10-08,287.04,288.22,285.5,287.82,674663.47,287.0865,318685,290.5035,293.2753,287.7317,274.8917,43.0984,287.3,288.66,285.0,383.9,112.54,408.5,1241.0
2018-10-09,287.39,288.86,286.77,287.4,575817.18,287.767,261186,290.421,293.4474,287.3946,274.9886,41.6063,287.3,288.66,285.0,383.9,112.6,419.5,1232.0
2018-10-10,286.83,286.91,277.88,278.3,1488737.44,282.1525,692967,289.88,295.9655,283.7945,275.0536,23.0149,277.48,279.16,275.0,383.9,112.88,523.1,1393.0
2018-10-11,277.08,278.9,270.36,272.17,2016776.69,275.0415,1081400,288.947,298.7501,279.1439,274.9789,17.3807,272.02,272.42,270.0,383.9,115.78,591.0,1444.0
2018-10-12,276.77,277.09,272.37,275.95,1302363.63,274.993,749877,288.2005,299.4659,276.9351,274.9949,28.9338,274.25,277.48,275.0,383.9,115.23,522.2,1324.0
2018-10-15,275.55,277.04,274.3,274.4,753576.26,275.657,422312,287.4535,300.2013,274.7057,274.9893,27.251,274.25,277.48,270.0,383.9,116.0,534.4,1375.0
2018-10-16,276.57,280.82,276.07,280.4,748340.31,278.7805,356078,286.928,299.9266,273.9294,275.0395,41.4472,280.4,281.15,280.0,383.9,115.8,478.7,1259.0
2018-10-17,280.44,281.15,277.56,280.45,817259.82,279.769,429617,286.3895,299.5239,273.2551,275.0938,41.5495,280.4,281.15,280.0,383.9,115.79,487.3,1253.0
2018-10-18,279.4,280.07,274.97,276.4,1062458.82,277.0085,575935,285.5305,298.9162,272.1448,275.1106,36.0518,274.25,277.48,275.0,383.9,115.92,534.9,1338.0
2018-10-19,277.12,279.3,275.47,276.25,868132.59,277.248,451882,284.7435,298.3663,271.1207,275.1225,35.8625,274.25,277.48,275.0,383.9,116.01,527.6,1346.0
2018-10-22,277.0,277.36,274.41,275.01,649801.16,275.5665,343842,283.943,297.8745,270.0115,275.1216,34.2612,274.25,277.48,275.0,383.9,115.71,533.8,1324.0
2018-10-23,270.94,274.87,268.61,273.61,1136274.28,271.7045,640311,283.086,297.3421,268.8299,275.1014,32.497,273.44,274.25,270.0,383.9,116.39,563.2,1338.0
2018-10-24,273.33,273.76,264.7,265.32,1294193.47,269.416,720237,281.858,297.7041,266.0119,274.955,24.4637,260.85,266.64,265.0,383.9,116.66,639.8,1523.0
2018-10-25,267.37,271.81,266.23,270.08,972971.32,269.4255,553665,280.8275,296.9208,264.7342,274.9008,34.4791,269.0,270.36,270.0,383.9,116.4,609.3,1369.0
2018-10-26,265.92,271.0,262.29,265.33,1605098.02,265.3965,842251,279.558,296.3214,262.7946,274.7283,30.1789,260.85,266.64,265.0,383.9,116.77,665.5,1469.0
2018-10-29,268.78,270.25,259.85,263.86,1198401.85,265.5455,660000,278.1645,295.2787,261.0503,274.584,28.9745,260.85,266.64,260.0,383.9,116.31,668.0,1555.0
2018-10-30,263.67,268.12,263.12,267.77,1225974.29,265.704,672818,276.975,293.4965,260.4535,274.4926,36.2608,266.98,267.83,265.0,383.9,115.8,633.2,1488.0
2018-10-31,270.65,273.23,270.12,270.63,964627.82,271.7345,451347,275.9205,291.1874,260.6536,274.4523,41.0264,270.36,271.3,270.0,383.9,115.15,602.3,1388.0
2018-11-01,271.62,273.73,270.38,273.51,721029.45,272.4935,357124,275.124,289.0936,261.1544,274.445,45.4495,273.44,274.25,270.0,383.9,116.63,574.7,1327.0
2018-11-02,274.74,275.23,269.59,271.89,935403.9,271.9865,463924,274.3275,287.0737,261.5813,274.4196,43.4743,271.3,272.02,270.0,383.9,116.65,577.1,1389.0
2018-11-05,272.44,274.01,271.35,273.39,467930.36,272.7465,236179,273.606,284.7482,262.4638,274.4145,45.8221,273.09,273.44,270.0,383.9,116.37,571.5,1402.0
2018-11-06,273.32,275.3,273.25,275.12,447609.68,274.395,211769,272.992,282.214,263.77,274.4179,48.4799,274.25,277.48,275.0,383.9,116.04,543.0,1370.0
2018-11-07,277.56,281.1,277.08,281.01,727833.25,279.363,327254,273.1275,282.7293,263.5257,274.468,56.3342,280.4,281.15,280.0,383.9,116.03,484.7,1244.0
