,date,open,high,low,close,volume,average,barCount,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres,GLD,UVXY,SQQQ
13,2021-10-14 06:43:00,439.38,439.75,439.05,439.29,4556,439.472,2925,,,,439.0817,60.2116,439.28,439.33,436.12,443.22,167.79,18.78,8.15
14,2021-10-14 06:44:00,439.3,439.35,439.1,439.14,2483,439.213,1471,,,,439.0845,53.7205,439.03,439.28,436.12,443.22,167.77,18.82,8.17
15,2021-10-14 06:45:00,439.13,439.51,439.13,439.41,2775,439.377,1737,,,,439.1008,61.72,439.33,439.86,436.12,443.22,167.88,18.79,8.16
16,2021-10-14 06:46:00,439.42,439.66,439.41,439.65,2272,439.548,1254,,,,439.1224,67.1548,439.33,439.86,436.12,443.22,167.89,18.74,8.13
17,2021-10-14 06:47:00,439.66,439.86,439.66,439.76,2928,439.79,1845,,,,439.1531,69.3057,439.33,439.86,436.12,443.22,167.87,18.74,8.13
18,2021-10-14 06:48:00,439.76,439.77,439.38,439.49,1964,439.567,1211,,,,439.1637,59.0788,439.33,439.86,436.12,443.22,167.84,18.82,8.13
19,2021-10-14 06:49:00,439.48,439.59,439.42,439.54,932,439.507,562,439.1665,439.7759,438.5571,439.1692,60.2486,439.33,439.86,436.12,443.22,167.87,18.81,8.14
20,2021-10-14 06:50:00,439.55,439.59,439.43,439.47,2571,439.529,1481,439.181,439.8047,438.5573,439.1809,57.7591,439.33,439.86,436.12,443.22,167.85,18.8,8.13
21,2021-10-14 06:51:00,439.48,439.57,439.36,439.57,1785,439.466,1040,439.2,439.8463,438.5537,439.1911,60.2839,439.33,439.86,436.12,443.22,167.84,18.79,8.13
22,2021-10-14 06:52:00,439.56,439.72,439.48,439.53,1930,439.597,1199,439.2125,439.874,438.551,439.2005,58.7707,439.33,439.86,436.12,443.22,167.84,18.81,8.11
23,2021-10-14 06:53:00,439.53,439.71,439.45,439.67,1456,439.578,995,439.2435,439.9293,438.5577,439.2101,62.3342,439.33,439.86,436.12,443.22,167.9,18.79,8.12
24,2021-10-14 06:54:00,439.67,439.67,439.33,439.49,2897,439.547,1584,439.2755,439.9444,438.6066,439.221,55.6717,439.33,439.86,436.12,443.22,167.91,18.8,8.13
25,2021-10-14 06:55:00,439.49,439.59,439.39,439.54,1571,439.508,869,439.3135,439.9511,438.6759,439.2276,57.0451,439.33,439.86,436.12,443.22,167.88,18.82,8.13
26,2021-10-14 06:56:00,439.53,439.59,439.45,439.47,1189,439.538,806,439.341,439.9554,438.7266,439.2313,54.4993,439.33,439.86,436.12,443.22,167.85,18.86,8.14
27,2021-10-14 06:57:00,439.46,439.57,439.32,439.33,782,439.47,519,439.367,439.9313,438.8027,439.2323,49.7201,439.33,439.86,436.12,443.22,167.9,18.9,8.14
28,2021-10-14 06:58:00,439.32,439.46,439.28,439.4,1386,439.367,976,439.3975,439.8958,438.8992,439.2353,51.9872,439.33,439.86,436.12,443.22,167.89,18.89,8.13
29,2021-10-14 06:59:00,439.42,439.58,439.39,439.57,837,439.495,618,439.443,439.8134,439.0726,439.2388,57.052,439.33,439.86,436.12,443.22,167.92,18.82,8.13
30,2021-10-14 07:00:00,439.58,439.95,439.58,439.93,2079,439.762,1320,439.491,439.8525,439.1295,439.2563,65.3805,439.86,440.26,436.12,443.22,168.0,18.78,8.12
31,2021-10-14 07:01:00,439.95,440.22,439.95,440.21,2255,440.094,1374,439.5425,439.9943,439.0907,439.2818,70.2179,439.86,440.26,436.12,443.22,168.03,18.78,8.09
32,2021-10-14 07:02:00,440.21,440.46,440.21,440.43,2434,440.363,1439,439.5945,440.1829,439.0061,439.314,73.3669,440.41,440.56,436.12,443.22,168.08,18.76,8.08
33,2021-10-14 07:03:00,440.45,440.47,440.31,440.46,2042,440.403,1005,439.653,440.334,438.972,439.3403,73.7741,440.41,440.56,436.12,443.22,168.11,18.76,8.09
34,2021-10-14 07:04:00,440.47,440.57,440.41,440.52,1534,440.508,887,439.722,440.4585,438.9855,439.3604,74.6103,440.41,440.56,436.12,443.22,168.19,18.78,8.08
35,2021-10-14 07:05:00,440.52,440.65,440.51,440.54,2825,440.592,964,439.7785,440.581,438.976,439.3961,74.8976,440.41,440.56,436.12,443.22,168.14,18.79,8.08
