,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location,BASIC_COLOUR,BODY_TYPE,CC_RATING,MAKE,ORIGINAL_COUNTRY,VEHICLE_TYPE,VEHICLE_YEAR
785,WHITE,MAZDA,BOUNTY,2002,UTILITY,29/12/2021,CENTRAL,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
786,SILVER,FORD,COURIER,2002,UTILITY,1/01/2022,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
787,SILVER,MITSUBISHI,MIRAGE,1999,STATIONWAGON,13/10/2021,TASMAN,YELLOW,HATCHBACK,1600,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1991
788,RED,MAZDA,BOUNTY,2002,UTILITY,14/11/2021,BAY OF PLENTY,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
789,WHITE,FORD,COURIER,2002,UTILITY,16/11/2021,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
790,RED,MAZDA,BOUNTY,2002,UTILITY,22/11/2021,BAY OF PLENTY,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
791,BLUE,VOLKSWAGEN,POLO,2002,HATCHBACK,8/01/2022,AUCKLAND CITY,BLUE,HATCHBACK,1598,VOLKSWAGEN,GERMANY,PASSENGER CAR/VAN,1996
792,GREEN,NISSAN,NAVARA,1990,UTILITY,5/11/2021,CANTERBURY,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
793,GREY,NISSAN,LAUREL,1997,SALOON,28/02/2022,AUCKLAND CITY,CREAM,SALOON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1990
794,BROWN,NISSAN,CEFIRO,1995,SALOON,3/04/2022,EASTERN,BLUE,SALOON,1990,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
795,SILVER,BMW,318I,2000,SALOON,25/03/2022,EASTERN,WHITE,SALOON,1796,BMW,GERMANY,PASSENGER CAR/VAN,1994
796,BLUE,HONDA,CIVIC,1995,HATCHBACK,10/10/2021,EASTERN,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
797,WHITE,FORD,COURIER,2002,UTILITY,14/02/2022,EASTERN,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
798,WHITE,MAZDA,TITAN,1990,OTHER TRUCK,28/02/2022,NORTHLAND,YELLOW,OTHER TRUCK,3455,MAZDA,JAPAN,GOODS VAN/TRUCK/UTILITY,1989
799,WHITE,NISSAN,DATSUN,1995,UTILITY,29/10/2021,CANTERBURY,WHITE,UTILITY,2663,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
800,SILVER,NISSAN,PULSAR,1999,SALOON,15/03/2022,WAIKATO,GREEN,SALOON,1596,NISSAN,JAPAN,PASSENGER CAR/VAN,1991
801,CREAM,MITSUBISHI,DIAMANTE,2002,SALOON,1/03/2022,NORTHLAND,BLACK,SALOON,2972,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1990
802,RED,TOYOTA,HILUX,2002,UTILITY,3/12/2021,BAY OF PLENTY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
803,RED,SUBARU,LEGACY,1993,STATIONWAGON,8/10/2021,WELLINGTON,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
804,RED,TOYOTA,SURF,1995,STATIONWAGON,15/01/2022,CANTERBURY,GOLD,UTILITY,2800,TOYOTA,JAPAN,PASSENGER CAR/VAN,1985
805,SILVER,HOLDEN,VX COMMODORE,2002,SALOON,9/12/2021,NORTHLAND,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
806,BLUE,SUBARU,OUTBACK,2002,STATIONWAGON,4/12/2021,NORTHLAND,WHITE,STATION WAGON,2999,SUBARU,JAPAN,PASSENGER CAR/VAN,2001
807,BLUE,TOYOTA,LANDCRUISER,1996,STATIONWAGON,5/11/2021,CANTERBURY,RED,STATION WAGON,4160,TOYOTA,JAPAN,PASSENGER CAR/VAN,1992
808,GREY,NISSAN,SKYLINE,1992,SPORTS CAR,23/01/2022,COUNTIES/MANUKAU,BLACK,SALOON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
809,WHITE,FORD,COURIER,2002,UTILITY,14/01/2022,CANTERBURY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
810,BLUE,NISSAN,WINGROAD,1996,STATIONWAGON,28/12/2021,AUCKLAND CITY,BLUE,STATION WAGON,1490,NISSAN,JAPAN,PASSENGER CAR/VAN,1996
811,RED,TOYOTA,HILUX,1997,STATIONWAGON,17/11/2021,WELLINGTON,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
812,WHITE,HOLDEN,VX COMMODORE,2002,SALOON,23/03/2022,CANTERBURY,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
813,BLUE,FORD,ANGLIA,1963,SALOON,21/02/2022,WELLINGTON,BLUE,SALOON,997,FORD,NOT KNOWN,PASSENGER CAR/VAN,1967
814,SILVER,MITSUBISHI,DIAMANTE,2002,SALOON,2/04/2022,COUNTIES/MANUKAU,BLACK,SALOON,2972,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1990
815,GREY,HOLDEN,VX COMMODORE,2002,SALOON,5/04/2022,AUCKLAND CITY,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
816,WHITE,FORD,COURIER,2002,UTILITY,19/03/2022,CENTRAL,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
817,GREY,FORD,EXPLORER,2002,STATIONWAGON,23/02/2022,WAITEMATA,CREAM,CARAVAN,0,HOMEBUILT,NOT KNOWN,TRAILER/CARAVAN,1970
818,GREEN,HONDA,CIVIC,2003,SALOON,30/03/2022,WAITEMATA,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
819,GREY,NISSAN,SAFARI,1989,STATIONWAGON,27/01/2022,CANTERBURY,SILVER,UTILITY,3661,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1987
820,SILVER,MERCEDES-BENZ,ML,2002,STATIONWAGON,30/03/2022,NORTHLAND,WHITE,OTHER TRUCK,8200,BEDFORD,UNITED KINGDOM,SPECIAL PURPOSE VEHICLE,1980
821,WHITE,MAZDA,BOUNTY,2002,UTILITY,11/10/2021,BAY OF PLENTY,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
822,WHITE,DAIHATSU,DELTA,2002,FLAT DECK TRUCK,1/02/2022,COUNTIES/MANUKAU,GREEN,OTHER TRUCK,2765,DAIHATSU,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
823,BLUE,SUZUKI,ESCUDO,1991,STATIONWAGON,14/12/2021,CANTERBURY,GREY,STATION WAGON,1590,SUZUKI,JAPAN,PASSENGER CAR/VAN,1988
824,SILVER,FACTORY BUILT,BRENT SMITH TRAILERS,2003,TRAILER,28/02/2022,WAIKATO,SILVER,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1990
825,BLUE,SUZUKI,GSF,2007,ROADBIKE,2/03/2022,WELLINGTON,RED,MOTORCYCLE,248,SUZUKI,JAPAN,MOTORCYCLE,1999
826,RED,MOPED,ZNEN,2015,MOPED,10/02/2022,WAITEMATA,SILVER,MOTORCYCLE,49,MOPED,CHINA,MOPED,2014
827,RED,HONDA,GLH,2015,ROADBIKE,14/11/2021,COUNTIES/MANUKAU,BLUE,MOTORCYCLE,124,HONDA,CHINA,MOTORCYCLE,2017
828,WHITE,KTM,200,2015,ROADBIKE,28/02/2022,WELLINGTON,BLUE,OTHER TRUCK,14620,MERCEDES-BENZ,GERMANY,GOODS VAN/TRUCK/UTILITY,1984
829,RED,HARLEY DAVIDSON,VRSCDX,2014,ROADBIKE,12/01/2022,BAY OF PLENTY,BLACK,MOTORCYCLE,1250,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,2008
830,BLACK,KEEWAY,VENUS 50,2008,MOPED,6/02/2022,CANTERBURY,RED,MOTORCYCLE,49,KEEWAY,CHINA,MOPED,2008
831,YELLOW,SUZUKI,UZ,2014,MOPED,6/11/2021,WELLINGTON,GREY,MOTORCYCLE,124,SUZUKI,TAIWAN,MOTORCYCLE,2008
832,YELLOW,HONDA,CB,2017,ROADBIKE,3/02/2022,AUCKLAND CITY,BLUE,MOTORCYCLE,395,HONDA,JAPAN,MOTORCYCLE,1980
833,BLUE,TNT MOTOR,ROMA,2017,MOPED,13/11/2021,CANTERBURY,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
834,GREY,SUZUKI,VERDE,2003,MOPED,15/12/2021,AUCKLAND CITY,GREEN,MOTORCYCLE,49,SUZUKI,JAPAN,MOPED,2003
835,WHITE,BMW,G310,2017,ROADBIKE,7/10/2021,AUCKLAND CITY,WHITE,MOTORCYCLE,313,BMW,GERMANY,MOTORCYCLE,2020
836,RED,TNT MOTOR,ROMA,2017,MOPED,21/03/2022,CANTERBURY,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
837,WHITE,HUSQVARNA,FE,2017,ROADBIKE,29/12/2021,WELLINGTON,GREEN,SELF PROPELLED CARAVAN,7412,HINO,JAPAN,MOTOR CARAVAN,1996
838,GREEN,JOHN DEERE,6140M,2017,TRACTOR,27/01/2022,CENTRAL,GREEN,TRACTOR,6800,JOHN DEERE,GERMANY,TRACTOR,2014
839,RED,HONDA,GLC,2017,ROADBIKE,4/04/2022,WAIKATO,ORANGE,SALOON,1272,MAZDA,NOT KNOWN,PASSENGER CAR/VAN,1980
840,WHITE,PIAGGIO,ZIP,2017,MOPED,23/12/2021,AUCKLAND CITY,BLUE,MOTORCYCLE,49,PIAGGIO,ITALY,MOPED,2001
841,WHITE,PIAGGIO,ZIP,2018,MOPED,18/12/2021,TASMAN,BLUE,MOTORCYCLE,49,PIAGGIO,ITALY,MOPED,2001
842,WHITE,FACTORY BUILT,ARIIC,2018,MOPED,12/12/2021,CANTERBURY,BLACK,MOTORCYCLE,49,FACTORY BUILT,CHINA,MOPED,2018
843,BLACK,SUZUKI,DL650,2010,ROADBIKE,17/03/2022,NORTHLAND,BLUE,MOTORCYCLE,645,SUZUKI,JAPAN,MOTORCYCLE,2006
844,BLUE,YAMAHA,YZF,2018,ROADBIKE,24/02/2022,CANTERBURY,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
845,BLACK,TNT MOTOR,ROMA,2018,MOPED,18/01/2022,COUNTIES/MANUKAU,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
846,SILVER,HONDA,TODAY,2005,MOPED,30/01/2022,WAIKATO,YELLOW,MOTORCYCLE,49,HONDA,JAPAN,MOPED,2002
847,ORANGE,KTM,690,2019,ROADBIKE,16/12/2021,AUCKLAND CITY,RED,TRACTOR,4067,FERGUSON,NOT KNOWN,TRACTOR,1984
848,RED,FORZA,CICLONE,2015,MOPED,16/12/2021,AUCKLAND CITY,BLACK,MOTORCYCLE,49,MOPED,CHINA,MOPED,2011
849,BLUE,YAMAHA,YXM700DE,2014,ALL TERRAIN VEHICLE,22/03/2022,NORTHLAND,BLUE,MOTORCYCLE,700,YAMAHA,UNITED STATES,ATV,2014
850,RED,YAMAHA,YZF,2016,ROADBIKE,15/02/2022,COUNTIES/MANUKAU,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
851,RED,HONDA,TRX500FM,2011,ALL TERRAIN VEHICLE,30/11/2021,CENTRAL,RED,MOTORCYCLE,500,HONDA,JAPAN,ATV,2006
852,RED,DUCATI,ST4,2003,ROADBIKE,19/11/2021,NORTHLAND,RED,OTHER COMMERCIAL TRAILER,0,DOMETT,NEW ZEALAND,TRAILER/CARAVAN,1989
853,BLACK,HARLEY DAVIDSON,DYNA,2017,ROADBIKE,13/01/2022,BAY OF PLENTY,BROWN,MOTORCYCLE,1340,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,1994
854,GREEN,ROYAL ENFIELD,CLASSIC,2017,ROADBIKE,7/01/2022,WELLINGTON,WHITE,CARAVAN,0,CLASSIC,NOT KNOWN,TRAILER/CARAVAN,1976
855,RED,SUZUKI,GN125H,2017,ROADBIKE,1/04/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,124,SUZUKI,CHINA,MOTORCYCLE,2008
856,SILVER,YAMAHA,MT-07,2017,ROADBIKE,20/12/2021,SOUTHERN,BLUE,MOTORCYCLE,655,YAMAHA,JAPAN,MOTORCYCLE,2017
857,BLACK,FACTORY BUILT,ARIIC,2018,MOPED,2/03/2022,CANTERBURY,BLACK,MOTORCYCLE,49,FACTORY BUILT,CHINA,MOPED,2018
858,BLACK,ADLY,GTA-50,2018,MOPED,27/12/2021,AUCKLAND CITY,BLUE,MOTORCYCLE,49,ADLY,TAIWAN,MOPED,2015
859,WHITE,YAMAHA,YZF,2018,ROADBIKE,2/04/2022,AUCKLAND CITY,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
860,BLACK,ZNEN,ZN50QT-51A,2018,MOPED,25/02/2022,NORTHLAND,BLACK,MOTORCYCLE,49,ZNEN,CHINA,MOPED,2018
861,BLACK,TNT MOTOR,ROMA,2018,MOPED,5/11/2021,AUCKLAND CITY,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
862,BLACK,HARLEY DAVIDSON,VRSCDX,2007,ROADBIKE,2/04/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,1250,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,2008
863,BLUE,YAMAHA,MT-03,2019,ROADBIKE,18/12/2021,AUCKLAND CITY,BLACK,MOTORCYCLE,321,YAMAHA,JAPAN,MOTORCYCLE,2017
864,WHITE,SUZUKI,UK,2019,ROADBIKE,16/02/2022,WELLINGTON,BLUE,MOTORCYCLE,113,SUZUKI,INDONESIA,MOTORCYCLE,2017
865,BLACK,HARLEY DAVIDSON,TOURING,2019,ROADBIKE,1/01/2022,BAY OF PLENTY,RED,MOTORCYCLE,1690,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,2012
866,BLACK,TNT MOTOR,ROMA,2019,MOPED,28/11/2021,AUCKLAND CITY,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
867,BLACK,HARLEY DAVIDSON,NIGHT ROD,2011,ROADBIKE,26/01/2022,COUNTIES/MANUKAU,BLACK,MOTORCYCLE,1130,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,2007
868,BLUE,STEELBRO,SBSK339C,2003,TRAILER - HEAVY,21/02/2022,CANTERBURY,BLUE,OTHER COMMERCIAL TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,2003
869,WHITE,VESPA,SPRINT,2015,ROADBIKE,30/03/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,885,TRIUMPH,UNITED KINGDOM,MOTORCYCLE,1994
870,BLUE,YAMAHA,YZF,2016,ROADBIKE,5/12/2021,AUCKLAND CITY,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
871,GREY,SCOMADI,TL,2016,ROADBIKE,7/02/2022,AUCKLAND CITY,GREEN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1960
872,BLACK,MOPED,EURO 50,2016,MOPED,4/03/2022,CENTRAL,YELLOW,MOTORCYCLE,49,MOPED,CHINA,MOPED,2010
873,SILVER,YAMAHA,VCV50,2006,MOPED,19/03/2022,EASTERN,SILVER,MOTORCYCLE,49,YAMAHA,JAPAN,MOPED,2006
874,BLACK,KYMCO,LIKE,2016,ROADBIKE,26/02/2022,AUCKLAND CITY,ORANGE,MOTORCYCLE,125,KYMCO,TAIWAN,MOTORCYCLE,2010
875,RED,HYOSUNG,GD250N,2016,ROADBIKE,26/01/2022,WELLINGTON,WHITE,MOTORCYCLE,249,HYOSUNG,SOUTH KOREA,MOTORCYCLE,2014
876,GREY,APRILIA,SR MOTARD,2017,MOPED,22/12/2021,AUCKLAND CITY,BLACK,MOTORCYCLE,49,APRILIA,CHINA,MOPED,2015
877,BLACK,SUZUKI,GN125E,2004,ROADBIKE,3/04/2022,AUCKLAND CITY,RED,MOTORCYCLE,124,SUZUKI,JAPAN,MOTORCYCLE,2002
878,WHITE,SUZUKI,UK,2018,ROADBIKE,5/04/2022,AUCKLAND CITY,BLUE,MOTORCYCLE,113,SUZUKI,INDONESIA,MOTORCYCLE,2017
879,RED,HARLEY DAVIDSON,883,1988,ROADBIKE,4/03/2022,CANTERBURY,GREEN,MOTORCYCLE,883,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,1986
880,GREEN,KAWASAKI,KL,2016,ROADBIKE,21/11/2021,WELLINGTON,GREEN,MOTORCYCLE,249,KAWASAKI,JAPAN,MOTORCYCLE,1994
881,WHITE,YAMAHA,YZF,2018,ROADBIKE,1/02/2022,AUCKLAND CITY,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
882,BLACK,TNT MOTOR,ROMA,2019,MOPED,16/10/2021,WELLINGTON,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
883,RED,HONDA,C,2019,ROADBIKE,7/01/2022,COUNTIES/MANUKAU,WHITE,SALOON,1800,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,1994
884,WHITE,HONDA,CRF,2012,ROADBIKE,17/11/2021,WELLINGTON,GREEN,MOTORCYCLE,1340,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,1972
885,BLUE,HONDA,HORNET,2000,ROADBIKE,4/01/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,650,BSA,UNITED KINGDOM,MOTORCYCLE,1962
886,WHITE,KTM,690 SMC,2019,ROADBIKE,5/02/2022,WELLINGTON,BLACK,MOTORCYCLE,690,KTM,AUSTRIA,MOTORCYCLE,2011
887,WHITE,VESPA,LX,2013,ROADBIKE,17/10/2021,AUCKLAND CITY,WHITE,SALOON,1897,HOLDEN,NOT KNOWN,PASSENGER CAR/VAN,1977
888,BLUE,SUZUKI,GSX150,2019,ROADBIKE,4/02/2022,COUNTIES/MANUKAU,BLACK,MOTORCYCLE,154,SUZUKI,INDIA,MOTORCYCLE,2018
889,BLACK,SUZUKI,GN125H,2010,ROADBIKE,25/03/2022,COUNTIES/MANUKAU,BLACK,MOTORCYCLE,124,SUZUKI,CHINA,MOTORCYCLE,2008
890,RED,SYM,FIDDLE,2011,MOPED,28/10/2021,CANTERBURY,WHITE,MOTORCYCLE,49,SYM,TAIWAN,MOPED,2011
891,RED,SUZUKI,AN125,2015,ROADBIKE,4/01/2022,AUCKLAND CITY,RED,MOTORCYCLE,124,SUZUKI,CHINA,MOTORCYCLE,2008
892,BROWN,SUZUKI,UZ50,2016,MOPED,23/11/2021,WAIKATO,BLUE,MOTORCYCLE,49,SUZUKI,JAPAN,MOPED,2009
893,BLACK,MOPED,DD50,2005,MOPED,15/12/2021,BAY OF PLENTY,RED,MOTORCYCLE,49,FACTORY BUILT,TAIWAN,MOPED,2005
894,BLACK,FACTORY BUILT,SHENKE,2016,MOPED,10/12/2021,WAIKATO,BLUE,MOTORCYCLE,50,FACTORY BUILT,CHINA,MOPED,2012
895,BLACK,KAWASAKI,ZX,2009,ROADBIKE,7/02/2022,WELLINGTON,BLACK,MOTORCYCLE,250,KAWASAKI,NEW ZEALAND,MOTORCYCLE,1988
896,WHITE,FACTORY BUILT,NIU,2017,MOPED,6/03/2022,AUCKLAND CITY,GREY,MOTORCYCLE,1,FACTORY BUILT,TAIWAN,MOPED,2017
897,BLACK,SUZUKI,GN125H,2016,ROADBIKE,25/02/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,124,SUZUKI,CHINA,MOTORCYCLE,2008
898,BLACK,SUZUKI,SV650UA,2016,ROADBIKE,23/10/2021,WELLINGTON,BLACK,MOTORCYCLE,645,SUZUKI,JAPAN,MOTORCYCLE,2017
899,WHITE,KTM,RC,2017,ROADBIKE,20/10/2021,CANTERBURY,WHITE,MOTORCYCLE,375,KTM,AUSTRIA,MOTORCYCLE,2015
900,WHITE,TNT MOTOR,ROMA,2017,MOPED,7/03/2022,WAITEMATA,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
901,WHITE,YAMAHA,MAJESTY,2005,ROADBIKE,13/02/2022,AUCKLAND CITY,RED,MOTORCYCLE,249,YAMAHA,JAPAN,MOTORCYCLE,1996
902,RED,HARLEY DAVIDSON,STREET,2017,ROADBIKE,29/01/2022,COUNTIES/MANUKAU,RED,MOTORCYCLE,494,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,2015
903,BLACK,SUZUKI,DR-Z400SM,2017,ROADBIKE,6/03/2022,WELLINGTON,BLACK,MOTORCYCLE,398,SUZUKI,AUSTRALIA,MOTORCYCLE,2006
904,BLACK,YAMAHA,YZF,2017,ROADBIKE,1/03/2022,AUCKLAND CITY,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
905,BLACK,SUZUKI,LETS,2007,MOPED,25/02/2022,WELLINGTON,BLACK,MOTORCYCLE,49,SUZUKI,JAPAN,MOPED,2006
906,BLUE,SUZUKI,GSX150,2018,ROADBIKE,1/04/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,154,SUZUKI,INDIA,MOTORCYCLE,2018
907,GREY,CAN-AM,COMMANDER,2018,ALL TERRAIN VEHICLE,14/03/2022,CENTRAL,GREY,MOTORCYCLE,588,NORTON,UNITED KINGDOM,MOTORCYCLE,1989
908,BLACK,HONDA,GLC,2018,ROADBIKE,30/01/2022,AUCKLAND CITY,ORANGE,SALOON,1272,MAZDA,NOT KNOWN,PASSENGER CAR/VAN,1980
909,RED,HYOSUNG,GT250,2013,ROADBIKE,8/03/2022,WAITEMATA,ORANGE,MOTORCYCLE,249,SUZUKI,JAPAN,MOTORCYCLE,1978
910,BLACK,SUZUKI,GSX150,2018,ROADBIKE,13/02/2022,WELLINGTON,BLACK,MOTORCYCLE,154,SUZUKI,INDIA,MOTORCYCLE,2018
911,WHITE,KTM,200,2016,ROADBIKE,11/03/2022,CENTRAL,BLUE,OTHER TRUCK,14620,MERCEDES-BENZ,GERMANY,GOODS VAN/TRUCK/UTILITY,1984
912,BLACK,YAMAHA,YZF,2019,ROADBIKE,2/03/2022,CANTERBURY,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
913,BLACK,HONDA,CB,2019,ROADBIKE,4/02/2022,COUNTIES/MANUKAU,BLUE,MOTORCYCLE,395,HONDA,JAPAN,MOTORCYCLE,1980
914,SILVER,TRIUMPH,SPEED TWIN,2019,ROADBIKE,7/02/2022,WAITEMATA,BLUE,MOTORCYCLE,500,TRIUMPH,UNITED KINGDOM,MOTORCYCLE,1960
915,BLACK,SUZUKI,GN250,2005,ROADBIKE,22/12/2021,WELLINGTON,RED,MOTORCYCLE,249,SUZUKI,JAPAN,MOTORCYCLE,1992
916,BLACK,FORZA,CICLONE,2017,MOPED,19/12/2021,BAY OF PLENTY,BLACK,MOTORCYCLE,49,MOPED,CHINA,MOPED,2011
917,BLACK,MOPED,MOTO NZ50,2009,MOPED,28/12/2021,COUNTIES/MANUKAU,BLACK,MOTORCYCLE,48,JIALING,CHINA,MOPED,2008
918,BLACK,TNT MOTOR,ROMA,2018,MOPED,16/02/2022,WELLINGTON,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
919,BLACK,KAWASAKI,EX,2018,ROADBIKE,22/03/2022,AUCKLAND CITY,RED,MOTORCYCLE,248,KAWASAKI,JAPAN,MOTORCYCLE,1996
920,BLUE,HARLEY DAVIDSON,SPORTSTER,2006,ROADBIKE,30/03/2022,AUCKLAND CITY,PURPLE,MOTORCYCLE,883,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,1994
921,RED,KYMCO,LIKE,2016,MOPED,5/01/2022,AUCKLAND CITY,ORANGE,MOTORCYCLE,125,KYMCO,TAIWAN,MOTORCYCLE,2010
922,BLACK,FACTORY BUILT,ARIIC,2018,MOPED,30/10/2021,CANTERBURY,BLACK,MOTORCYCLE,49,FACTORY BUILT,CHINA,MOPED,2018
923,BLACK,TNT MOTOR,OTTO,2018,MOPED,6/12/2021,SOUTHERN,BLACK,OTHER COMMERCIAL TRAILER,0,TRAILER,AUSTRALIA,TRAILER/CARAVAN,2002
924,BLUE,YAMAHA,YZF,2018,ROADBIKE,2/01/2022,WAITEMATA,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
925,BLACK,FORZA,CICLONE,2019,MOPED,22/10/2021,AUCKLAND CITY,BLACK,MOTORCYCLE,49,MOPED,CHINA,MOPED,2011
926,BLACK,KAWASAKI,EX,2019,ROADBIKE,24/02/2022,WELLINGTON,RED,MOTORCYCLE,248,KAWASAKI,JAPAN,MOTORCYCLE,1996
927,BLUE,SUZUKI,UZ50,2019,MOPED,21/11/2021,WAIKATO,BLUE,MOTORCYCLE,49,SUZUKI,JAPAN,MOPED,2009
928,BLACK,TNT MOTOR,ROMA,2019,MOPED,8/10/2021,WELLINGTON,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
929,YELLOW,TRAILER,TAMDEM,2003,TRAILER,14/11/2021,WAITEMATA,BLUE,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2002
930,BLUE,YAMAHA,YZF,2015,ROADBIKE,25/10/2021,CENTRAL,WHITE,MOTORCYCLE,750,YAMAHA,JAPAN,MOTORCYCLE,1993
931,RED,YAMAHA,YW50,2015,MOPED,12/10/2021,AUCKLAND CITY,BLACK,MOTORCYCLE,49,YAMAHA,JAPAN,MOPED,1997
932,RED,HONDA,NBC,2015,ROADBIKE,2/02/2022,AUCKLAND CITY,RED,MOTORCYCLE,109,HONDA,CHINA,MOTORCYCLE,2015
933,BLACK,SUZUKI,GW250,2015,ROADBIKE,11/03/2022,WAITEMATA,RED,MOTORCYCLE,248,SUZUKI,CHINA,MOTORCYCLE,2012
934,WHITE,SUZUKI,UZ50,2015,MOPED,29/03/2022,AUCKLAND CITY,BLUE,MOTORCYCLE,49,SUZUKI,JAPAN,MOPED,2009
935,BLACK,SUZUKI,GN250,2006,ROADBIKE,5/11/2021,WELLINGTON,RED,MOTORCYCLE,249,SUZUKI,JAPAN,MOTORCYCLE,1992
936,BLUE,VESPA,150,1974,ROADBIKE,27/03/2022,AUCKLAND CITY,BROWN,CARAVAN,0,OXFORD,NOT KNOWN,TRAILER/CARAVAN,1983
937,RED,TNT MOTOR,ROMA,2016,MOPED,1/01/2022,COUNTIES/MANUKAU,WHITE,CARAVAN,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
938,BLACK,KTM,RC,2016,ROADBIKE,30/11/2021,AUCKLAND CITY,WHITE,MOTORCYCLE,375,KTM,AUSTRIA,MOTORCYCLE,2015
