Date,Open,High,Low,Close,RSI,crossover,pct_change_closing1,pct_change_closing2,pct_change_closing3,pct_change_closing4,pct_change_closing5,pct_change_closing6,pct_change_closing7,pct_change_closing8,pct_change_closing9,pct_change_closing10,MACD,n_high,n_low,%K,%D,STCH
12454.0,79.219950635553,80.11398556542862,79.06628738281778,79.93936920166016,54.08002517946352,-0.030814886592079167,0.00026265023053961833,0.0034950995975973065,0.01415495771875297,0.010485012473499866,0.005941984267136657,0.01502842243891922,0.01057281705638391,0.006815639866831091,0.003756986310024857,0.001223633214297637,-0.05045064066783657,81.37125932310613,78.61928656263171,47.96859394788745,23.688286057241537,24.28030789064591
12457.0,80.09307017073517,80.23276652485498,79.82765509121411,79.96036529541016,54.2495670392811,-0.0314714453362171,0.0032316005864188035,0.013888659628560118,0.010219678042166613,0.005677842749889805,0.014761894993256641,0.010307459569212085,0.006551268943993049,0.0034934185323023392,0.0009607306476320243,-0.0007863125699807405,-0.009615583480868318,81.37125932310613,78.61928656263171,48.73154095272555,37.47862709866357,11.25291385406198
12458.0,79.82064011883107,80.42132090246862,79.80667315289794,80.21876525878906,56.38389338505788,-0.028540614471226584,0.010622730619641585,0.006965567523653737,0.0024383623502701735,0.011493153126454603,0.0070530662896357565,0.003308975071791842,0.00026097458027707354,-0.0022635550330145637,-0.004004970690766663,0.00017385624371213382,0.03297275965144087,81.37125932310613,78.61928656263171,58.12116744504448,51.607100781885826,6.514066663158651
12459.0,80.2187786491468,81.29441638709599,79.74382179510262,81.07090759277344,62.58312064320117,-0.018820267871923063,-0.003618722382926709,-0.00809834176632196,0.0008612734311639336,-0.0035321433229758004,-0.007236880119810385,-0.010252842851665833,-0.01275083694659751,-0.01447394845496841,-0.010339045480921238,-0.009735815291480598,0.11224357653928614,81.37125932310613,78.61928656263171,89.08594828239089,65.31288556005364,23.773062722337244
12460.0,81.00104322712669,81.21057967550993,80.72864211402032,80.77753448486328,59.450286129950584,-0.006349391688012962,-0.004495888756670174,0.004496266554511186,8.68935034166185e-05,-0.0036312983976743984,-0.006658214699301723,-0.009165281171792938,-0.010894650788704885,-0.0067447304048774415,-0.00613930936476792,-0.005447278169622316,0.13699080492516572,81.37125932310613,78.61928656263171,78.42548273840849,75.2108661552813,3.214616583127196
12461.0,80.89631079524729,81.16172588758745,80.14895258344107,80.41436767578125,55.73109620260129,0.005648896123383108,0.009032765620576422,0.004603478989517296,0.0008684950159734139,-0.0021720914240433986,-0.004690480292734223,-0.006427660076705366,-0.002258997851248057,-0.0016508426128398757,-0.0009556860712146564,0.008945859193371763,0.12150011301780818,81.37125932310613,78.61928656263171,65.22888376409944,77.5801049282996,-12.351221164200169
12465.0,80.91722307581922,81.32233432455455,80.86134455967603,81.14073181152344,60.98795221037424,0.020895957941539724,-0.0043896360772139875,-0.008091184828454834,-0.01110455222703155,-0.01360039671741542,-0.015322025432715547,-0.01119068067614215,-0.010587969585750368,-0.009899036019556773,-8.612844911060069e-05,-0.005939195947675224,0.1508555160968786,81.32233432455455,78.61928656263171,93.2815647733163,78.97864375860807,14.302921014708232
12466.0,81.16172035428059,81.44110772809549,80.56802551546825,80.78455352783203,57.38917452595825,0.035922829948650994,-0.0037178688424420736,-0.006744522147560161,-0.009251370791190094,-0.01098059015017383,-0.006831030336136301,-0.006225661898611068,-0.0055336908312558775,0.004322481749936102,-0.0015563918643393126,0.0002594301244744912,0.1373515655353995,81.44110772809549,78.61928656263171,76.73296209203426,78.41447020981667,-1.681508117782414
12467.0,81.25251837852494,81.29442461643066,80.36546393113653,80.48420715332031,54.470332221906844,0.048637168769427024,-0.0030379479973222656,-0.0055541515557634424,-0.007289823916939553,-0.0031247790122233,-0.002517151495285086,-0.0018225981697614912,0.008070355114204508,0.0021695430546277983,0.0039921412243892895,0.006595365385100305,0.10094211184744128,81.44110772809549,78.77294273536289,64.13637922011836,78.05030202848964,-13.913922808371282
12468.0,80.65878380524617,80.71465698527575,79.84856141283613,80.23970031738281,52.14519676098105,0.05795601747955379,-0.0025238709471304688,-0.004264832258235041,-8.709560682529371e-05,0.000522383475871635,0.0012190532479339211,0.011142152391069082,0.0052233593460147,0.007051511346484851,0.009662668065520963,0.013057209833284178,0.05541805768829977,81.44110772809549,78.77294273536289,54.97252178988169,65.28062103401145,-10.308099244129757
12471.0,80.47722249056561,80.505161759309,79.74383134044554,80.03718566894531,50.23259746638274,0.0634489337669941,-0.0017453663906299433,0.0024429410081412417,0.0030539622295469027,0.003752394755169197,0.01370060188926625,0.007766832776741506,0.009599610471588305,0.012217374088162813,0.015620504918959055,0.003228975484227181,0.009121129018387714,81.44110772809549,78.77294273536289,47.3824871035299,55.49712937117665,-8.114642267646751
12472.0,79.8136736522039,80.31656981170839,78.94757767131865,79.89749145507812,48.900220377563556,0.06527409000328425,0.004195630310903198,0.004807719852823578,0.005507373530459825,0.015472974289183483,0.009528830467812055,0.011364812624208298,0.013987153185863965,0.017396234111931586,0.004983039103832132,0.0009613911869037484,-0.031244996442621964,81.44110772809549,78.77294273536289,42.146895817096,48.167301570169194,-6.020405753073192
12473.0,79.946338458057,80.36541657678914,79.84855374131509,80.23271179199219,52.17818455506838,0.06641704694991318,0.0006095321702710432,0.0013062626244952913,0.011230226101251573,0.005310917510423341,0.0071392287487701545,0.009750612907894363,0.01314545035108483,0.0007841189198214416,-0.0032207261477509297,-0.019934839964999007,-0.03539859954157565,81.44110772809549,78.77294273536289,54.71059925474387,48.0799940584566,6.63060519628727
