Date,Open,High,Low,Close,RSI,crossover,1,2,3,4,5,6,7,8,9,10,MACD,n_high,n_low,%K,%D,STCH,count,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,ratio8,ratio9,ratio10
18995.0,472.7825989002226,474.3211706070978,470.35070988052126,474.18218994140625,,,-0.00033492079612296166,-0.019530632059385766,-0.020451728607062902,-0.024324362939327715,-0.025538483004442947,-0.016662760115489728,-0.014004310206679138,-0.027589969418204463,-0.027192234883223754,-0.04442025429009466,0.0,,,,,,0,,,,,,,,,,
18996.0,475.68105717679356,476.43545442201764,472.06792330989066,474.02337646484375,,,-0.019202142460102767,-0.020123547605524816,-0.0239974793981097,-0.0252120062335196,-0.01633330968444968,-0.013673969107175665,-0.027264179962940394,-0.026866312173762896,-0.044100103535756996,-0.054025746037513644,-0.010135105056997417,,,,,,1,,,,,,,,,,
18997.0,473.6362723018177,474.4502240356646,464.82184448213906,464.9211120605469,,,-0.0009394444923983558,-0.004889220445520648,-0.006127525388861521,0.0029249990235999945,0.005636404393045247,-0.008219876747140642,-0.007814219469120642,-0.02538541543932915,-0.035505382999874935,-0.04618047088408017,-0.5968184433808983,,,,,,2,,,,,,,,,,
18998.0,464.4347258408694,467.3430810151398,461.99287071538316,464.4843444824219,,,-0.003953490037563845,-0.005192959393564678,0.003868077359970412,0.006582032339473631,-0.007287278248157114,-0.006881239519289539,-0.024468958174922895,-0.03459844182309291,-0.04528356779003828,-0.06402521171995967,-0.9597441014557953,,,,,,3,,,,,,,,,,
18999.0,464.49429025918397,465.73505924663533,461.2186419569854,462.64801025390625,,,-0.0012443890356562681,0.007852612623309385,0.010577339784499484,-0.003347020623282959,-0.002939370252736606,-0.02059689776748752,-0.030766587181440652,-0.0414941243597482,-0.06031015728839939,-0.0563196031675357,-1.2505272407962917,,,,,,4,,,,,,,,,,
19002.0,459.2830499463294,462.3005782440022,453.2280913684154,462.0722961425781,,,0.009108335972382697,0.011836457978685377,-0.00210525133931061,-0.0016970930610781254,-0.01937662078628588,-0.029558981017668073,-0.04029988405795182,-0.05913936062468028,-0.05514383451493399,-0.0666795234322809,-1.3975494789885292,,,,,,5,,,,,,,,,,
19003.0,461.79439590989494,466.38027344115113,458.63785644580605,466.281005859375,,,0.0027034976414834766,-0.011112372093218026,-0.010707897901813035,-0.028227848034988456,-0.038318301030375146,-0.048962255358563134,-0.06763168449232859,-0.06367222249274429,-0.07510378886290137,-0.07742414865382086,-1.1382419714013783,,,,,,6,,,,,,,,,,
19004.0,468.10739338689524,469.7055195932768,465.47696919425465,467.5415954589844,,,-0.013778619270002235,-0.013375235625329163,-0.03084794832094173,-0.040911195351714946,-0.05152645136031997,-0.07014554382153004,-0.06619675735683972,-0.0775975018411722,-0.07991160545842035,-0.08445495852817975,-0.8233960339452953,,,,,,7,,,,,,,,,,
19005.0,468.70295356246965,469.3878604444034,460.0175709358425,461.0995178222656,,-0.2060448719040785,0.0004090193668022657,-0.017307806730274655,-0.02751164861344746,-0.0382752116592493,-0.05715443373353468,-0.053150478291230874,-0.06471050396811662,-0.06705693820941783,-0.07166376701939181,-0.04860817923572813,-0.9799339709754307,,,,,,8,,,,,,,,,,
19006.0,457.78418616648855,461.65537921600225,456.50370413357655,461.2881164550781,,-0.23783350945773973,-0.017709582534842228,-0.027909252555441633,-0.03866841489547579,-0.05753991815944559,-0.0535375997428863,-0.06509289907855442,-0.06743837397519858,-0.0720433192733626,-0.048997157816065395,-0.03186863488174285,-0.9983324741915167,,,,,,9,,,,,,,,,,
19010.0,456.3448958383107,456.56327239088097,451.94761783523063,453.118896484375,,-0.30914467087507913,-0.010383558506984247,-0.021336696345586548,-0.040548431417449016,-0.0364739557375503,-0.04823758401918132,-0.05062534516898132,-0.055313312409919324,-0.0318516547906087,-0.014414324007597124,-0.0077547515456835026,-1.4602844327956195,,,,,,10,,,,,,,,,,
19011.0,454.74679964041115,456.21585072748525,448.1260430265835,448.4139099121094,,-0.42354397655545406,-0.01106806372585889,-0.030481378083164867,-0.02636415093427924,-0.038251209180687695,-0.040664023933641436,-0.04540117970872681,-0.021693350457310467,-0.004073058340190561,0.002656389739578824,0.012396258595648302,-1.9516232531540947,,,,,,11,,,,,,,,,,
19012.0,450.3991425124106,455.3522826175518,441.2174520038932,443.4508361816406,,-0.583602759815213,-0.01963058694458475,-0.015467280049675902,-0.02748737750066288,-0.029927196323831007,-0.03471737004694175,-0.01074420426898448,0.0070732930438290875,0.013878056681176032,0.023726933533879224,-0.0003357649857060885,-2.4476467716110717,,,,,,12,,,,,,,,,,
19013.0,442.26964621617014,444.7511843291041,434.7158587406615,434.7456359863281,,-0.8079438019377496,0.00424667154999625,-0.00801411228405391,-0.010502785217621158,-0.015388875766062071,0.009064320609416976,0.027238589487597942,0.03417960942021625,0.04422569686597644,0.01968117497540489,0.024475940008753527,-3.1538392821970396,476.43545442201764,434.7158587406615,0.07137472255024208,,,13,,,,,,,,,,
19016.0,428.83953576398926,437.1278785901257,417.65277357075263,436.59185791015625,14.266774970264862,-1.0560945922131366,-0.012208936490798905,-0.0146870855393052,-0.019552514210230743,0.004797276601360423,0.022894691701706105,0.029806360048991287,0.03980996546822002,0.015369235330983555,0.020143724676263686,0.016869839053470503,-3.2741865197890423,476.43545442201764,417.65277357075263,32.21881694597134,,,14,18.83869220065048,31.941063628086606,26.939216325188347,27.33173557773502,44.43634408991113,48.85911560339953,69.0337072260789,68.12488935751762,59.82454409654402,50.50788148291531
19017.0,429.86194454991664,436.4727655471078,423.9955849673793,431.26153564453125,12.862973848684703,-1.336310832533486,-0.0025087785666965123,-0.007434343142711963,0.017216407113204157,0.03553750331350125,0.04253459875464727,0.052661847105822224,0.027919033529022697,0.032752534784155074,0.029438184468854045,0.03790829304413146,-3.471556239995097,474.4502240356646,417.65277357075263,23.960163638305872,18.75011843560915,5.2100452026967226,15,17.26697155077695,41.45352337412058,27.9874033695202,25.190425764810122,58.31196808240566,58.808038465549174,83.82302283110027,68.4441182465598,49.19662377574864,50.50788148291531
19018.0,437.4653881465204,440.7608780011125,425.6929556922482,430.1795959472656,12.592133499212983,-1.6322064056920689,-0.004937952806179036,0.01977479626493106,0.038141971641142414,0.04515666539563168,0.055309384671319295,0.03050434073193875,0.035349998669847116,0.032027312470625846,0.040518724117443616,0.05574780303097482,-3.4278214838480388,469.7055195932768,417.65277357075263,24.06563213993055,26.74820424140259,-2.68257210147204,16,15.745842478293257,42.91077071999024,30.964981885533042,40.195587571201116,68.7967945390992,75.99592877822705,84.96913394377563,47.63087806270422,49.19662377574864,50.507881482915316
19019.0,435.0235678249527,438.3289632687462,426.2786299226372,428.0553894042969,12.0554316238124,-1.9379227258499516,0.024835385030312906,0.04329370672794863,0.05034321059986446,0.06054631231027452,0.035618174402358926,0.04048787871032,0.03714870382309399,0.04568225373665413,0.06098690630226922,0.04192558395992618,-3.293962097706972,469.7055195932768,417.65277357075263,19.984758977063088,22.67018491843317,-2.685425941370081,17,16.826406418944895,47.355830872703905,53.9529761905265,53.662640630276435,77.86191429627038,78.94386281569163,46.66119377878017,47.63087806270422,49.19662377574864,50.50788148291531
19020.0,429.4847473124773,438.7359284587059,424.6606518701391,438.6863098144531,28.48387995234986,-2.1829938295975757,0.018011011297282442,0.024889680764484057,0.0348455252439448,0.010521484259373937,0.015273178413471866,0.012014923540541789,0.020341675366453593,0.035275442085644926,0.01667604298138836,-0.0033715080474102654,-2.28912145993667,469.7055195932768,417.65277357075263,40.40812032202663,28.15283714634009,12.255283175686543,18,53.96104398619504,76.07894925716414,75.60745691671544,77.01145603176847,80.1330908565249,80.6408019331572,67.72052239507119,47.63087806270422,49.19662377574864,60.8541689234429
19023.0,437.98150706084016,446.9547566619125,436.5620746406464,446.5874938964844,37.785994522044234,-2.3353326123869333,0.006756969611198871,0.016536671764689093,-0.007357019673455478,-0.0026893941749427386,-0.005890002848888187,0.00228942913515362,0.016958982365389064,-0.0013113495837268063,-0.021004212240734232,-0.0242048892497283,-0.9600300784586597,469.7055195932768,417.65277357075263,55.58730813780924,38.66006247896632,16.92724565884292,19,66.14781917618254,69.85451204547184,70.08547669869061,64.82910899913266,60.739166438314676,61.830819311651894,56.739153169039206,56.06725902902115,54.769151489904964,49.87235749838936
19024.0,447.35181610508687,450.2800430949568,443.63944490877645,449.6050720214844,40.94524208435892,-2.401602796486041,0.009714064514762644,-0.014019261560319851,-0.009382963387668197,-0.012562090794336567,-0.004437556044703084,0.010133540727440993,-0.008014167707268594,-0.02757485936516957,-0.030754054648247764,-0.015123067736788065,0.1931500005172886,469.7055195932768,417.65277357075263,61.38446266966475,52.45996370983354,8.924498959831212,20,65.78283798162018,59.97360382886428,64.35640754578465,56.92955639584339,49.98391158269332,51.15983925327073,49.25128305267029,47.64250501701216,46.3281404143548,49.45735483448496
19025.0,452.1362205312867,454.7368674908819,449.70430119090776,453.9725646972656,45.27662626458864,-2.3813570524830956,-0.023504997017633977,-0.018913302858278302,-0.022061845122266943,-0.014015473347166574,0.00041544059592735216,-0.01755767582632517,-0.03693018171223772,-0.040078791199623764,-0.024598183906140547,-0.023504997017633977,1.261328842836484,469.3878604444034,417.65277357075263,70.20340221949269,62.39172434232222,7.811677877170467,21,66.0873583284854,56.770585211877,59.27426607060647,53.1820732347444,44.92816886118282,46.791241117290674,46.156429445242445,42.81605122409189,45.757894511816446,48.38412527097577
19026.0,447.61982296530243,449.6248947032239,442.418498876532,443.30194091796875,37.952518593830234,-2.359528953041387,0.004702219822253939,0.001477889688077605,0.009717943913163829,0.024496221220287495,0.006090477855129617,-0.013748339370504903,-0.01697273834619817,-0.001119500750303648,0.0,-0.021361385058279114,1.2576625728160424,461.65537921600225,417.65277357075263,58.290110258470854,63.29265838254276,-5.002548124071907,22,58.83238286448565,47.563553924008815,56.75704940751521,50.6109563660509,39.72036973405587,43.57073447810975,41.99588724208204,39.99762842810553,41.833362879848345,42.13233254745008
19027.0,443.0537923566418,449.43630070407,440.55238271204513,445.3864440917969,39.994579000718936,-2.3240068197897785,-0.003209239584189061,0.004992249436651219,0.019701361266560413,0.0013817606903678836,-0.01836420665620009,-0.021573514759713364,-0.005794473683543355,-0.004680212434571729,-0.0259416216728815,-0.03224875693955154,1.3935126798481052,456.56327239088097,417.65277357075263,71.27554609168274,66.5896861898821,4.68585990180064,23,60.63796639989144,51.72447894015482,58.32799485858617,50.55071880743625,39.23155295718446,41.39608579188041,41.74382638119488,42.299127535733724,42.824126972496856,51.01959742608996
19030.0,446.19047652660686,447.65952766285614,442.55750119211496,443.95709228515625,39.04564013960714,-2.286606383642827,0.00822789430493831,0.02298436317888064,0.004605781330318415,-0.015203759579080711,-0.018423400280981328,-0.002593557446575634,-0.0014757087533285862,-0.02280557062869404,-0.02913301217122899,-0.039551991650023544,1.3822653489193986,456.21585072748525,417.65277357075263,68.21115080493836,65.92560238503064,2.2855484199077125,24,61.46179757824034,48.730918490750575,49.99671109180394,47.75082518377774,36.61538794510763,39.852293510051624,41.81160504908408,41.25703168832124,42.77753412396499,46.05593452824997
19031.0,443.4310225858482,448.5826981689025,441.932163861297,447.60992431640625,42.78197035471218,-2.2265547149769254,0.01463604504229199,-0.0035925538214919284,-0.023240434049062397,-0.02643380007284235,-0.01073314060505548,-0.00962441439388706,-0.030780208630337924,-0.03705601351361487,-0.04738996632095849,-0.06428798464500785,1.6005924345928024,455.3522826175518,417.65277357075263,79.46297313438649,72.9832233436692,6.4797497907172925,25,63.18673759445909,48.44686467335039,46.10262708879933,42.41856401870337,38.72528252075677,39.48041235067023,42.4384749895347,45.8710650720577,40.8329199372794,48.22969335520335
19032.0,451.85828881501146,454.49864886021885,451.64984810655636,454.1611633300781,48.83897790307826,-2.113078765414853,-0.01796565276076334,-0.03733011386341567,-0.040477415833795494,-0.025003237142329326,-0.02391050421943952,-0.044761127790149624,-0.05094640468223488,-0.0611312910341808,-0.07778555677470556,-0.06390700199093491,2.1326887388834326,454.7368674908819,417.65277357075263,98.44757118228723,82.04056504053736,16.407006141749875,26,58.75717881031601,41.9547969878853,36.29640069213729,42.178192647185874,35.25987852999999,34.73945314250165,41.59834471840504,40.90305309854115,40.44822058343142,44.203786354169935
