date,open,high,low,close,volume,average,barCount,GLD,UVXY,SQQQ,CVX,RIO,NUE,LWAY,TSN,NTR,ADM,HYG,SRLN,JNK,EWH,GBTC,USO,DIA,QQQ,IWM,IEF,SIVR,FXB,FXE,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres
2020-03-25,244.86,256.35,239.75,246.79,1949457.34,248.9975,982042,151.3,680.0,579.0,69.27,44.18,31.2,1.85,63.19,30.64,32.7,73.47,38.6,90.03,19.71,7.35,40.64,212.06,182.3,109.97,119.8,13.99,115.22,102.96,269.2585,326.7453,211.7717,281.9504,39.9806,243.67,259.16,243.67,259.16
2020-03-26,249.52,262.8,249.05,261.2,1624120.3,256.996,813718,153.24,591.8,486.75,76.38,45.4,33.54,1.89,61.23,32.66,34.46,76.83,39.94,93.77,20.41,7.36,38.64,225.07,191.9,116.81,120.09,14.0,118.54,104.56,267.443,323.5225,211.3635,281.8313,45.6544,260.66,266.98,260.66,266.98
2020-03-27,253.29,260.81,251.05,253.42,1406207.86,254.773,751755,152.25,667.7,533.75,68.78,43.57,33.36,1.87,58.59,30.97,33.5,77.03,39.16,94.38,19.4,7.3,35.76,216.35,185.3,112.56,120.98,13.97,120.86,105.16,265.301,320.0715,210.5305,281.6908,43.2758,243.67,259.16,243.67,259.16
2020-03-30,255.72,262.43,253.53,261.65,1015527.32,259.062,574641,152.92,634.2,476.0,71.95,44.91,34.92,1.84,59.15,32.45,35.83,77.69,39.83,95.35,19.79,7.05,33.84,223.1,192.04,115.04,121.26,13.66,120.31,104.5,262.929,313.8846,211.9734,281.6195,46.454,260.66,266.98,260.66,266.98
2020-03-31,260.58,263.33,256.22,257.75,1163858.17,259.8335,639571,148.05,585.6,486.5,72.46,45.56,36.02,1.92,57.87,33.94,35.18,77.07,40.01,94.74,19.94,7.12,33.68,219.23,190.4,114.46,121.48,13.54,120.46,104.3,260.8045,308.8186,212.7904,281.5226,45.1626,243.67,259.16,243.67,259.16
2020-04-01,247.98,251.44,243.9,246.15,1180774.72,247.6865,654432,149.45,659.3,548.75,68.56,44.17,35.9,1.83,55.34,31.62,33.87,74.58,38.7,91.73,19.28,6.495,35.04,209.38,182.31,106.66,121.83,13.52,120.11,103.53,257.469,299.4434,215.4946,281.3775,41.4701,243.67,259.16,243.67,259.16
2020-04-02,245.2,252.68,244.59,251.83,1260230.25,249.29,647516,151.9,604.1,516.25,76.12,46.01,35.94,1.76,54.15,32.8,34.33,75.16,39.69,92.35,20.01,7.7201,40.88,213.96,186.01,107.67,121.85,14.01,120.12,102.61,254.9375,291.5126,218.3624,281.2487,43.8893,243.67,259.16,243.67,259.16
2020-04-03,250.76,253.32,245.22,248.19,1013002.86,248.4025,535757,152.65,565.9,536.5,75.11,45.04,35.65,1.71,53.82,32.64,34.65,73.55,38.72,90.54,19.93,7.48,47.2,210.6,183.37,104.62,121.94,13.96,118.13,102.29,252.474,283.473,221.475,281.1332,42.672,243.67,259.16,243.67,259.16
2020-04-06,257.84,267.0,256.72,264.86,1265467.6,261.9975,628269,156.88,506.0,423.75,80.39,46.34,37.51,1.71,56.45,34.4,35.78,75.34,40.33,92.8,20.87,7.95,43.84,226.53,196.48,112.63,121.39,14.56,118.64,102.1,252.0055,281.94,222.071,281.0626,49.57,260.66,266.98,260.66,266.98
2020-04-07,274.21,275.03,264.89,265.13,1487215.46,270.0735,724025,156.04,527.0,422.5,80.92,45.73,37.32,1.8,57.37,34.95,35.98,75.34,41.22,93.12,21.1,7.66,40.72,226.6,196.4,112.92,120.85,14.57,119.61,103.12,250.841,276.5295,225.1525,280.9816,49.6756,260.66,266.98,260.66,266.98
2020-04-08,267.94,275.41,265.56,274.03,1109128.61,271.292,536873,154.65,509.6,395.75,85.98,46.0,39.05,1.86,58.41,35.81,36.48,77.3,41.6,95.25,21.2,7.85,42.96,234.33,200.57,118.07,120.7,14.46,119.88,102.63,250.8245,276.4529,225.1961,280.9554,53.1582,273.44,277.48,273.44,277.48
2020-04-09,277.58,281.2,275.47,278.2,1316472.87,278.7235,633534,158.69,494.7,393.75,84.31,47.66,39.43,1.89,60.94,36.76,37.58,82.36,42.37,101.64,21.18,7.8,39.84,237.14,200.86,123.72,120.96,14.87,120.83,103.38,252.329,280.5455,224.1125,280.9431,54.7386,277.48,279.16,277.48,279.16
2020-04-13,277.15,277.51,271.41,275.66,857078.65,274.125,428631,161.41,478.0,380.5,84.91,47.87,38.79,1.94,62.18,35.76,36.07,81.18,42.1,100.41,21.18,7.25,39.44,233.96,203.03,120.37,120.7,14.97,121.27,103.21,252.646,281.7475,223.5445,280.9278,53.5534,273.44,277.48,273.44,277.48
2020-04-14,280.94,284.9,279.91,283.79,961719.95,282.706,476233,162.68,421.0,330.75,84.61,47.99,38.38,1.79,61.41,35.68,37.24,81.52,42.33,100.66,21.64,7.33,37.28,239.68,211.86,122.81,120.86,15.23,122.3,103.86,254.843,286.2887,223.3973,280.9371,56.7793,283.47,284.37,283.47,284.37
2020-04-15,277.57,279.59,275.46,277.76,846934.28,277.3245,417887,161.85,472.2,341.75,82.49,46.02,35.53,2.27,60.15,34.61,35.49,80.76,42.11,99.68,21.3,7.145,35.44,235.08,209.43,117.8,121.94,15.04,121.35,103.14,256.091,289.0577,223.1243,280.9281,53.7949,277.48,279.16,277.48,279.16
2020-04-16,279.15,280.03,275.76,279.1,865060.85,278.0125,414814,161.71,475.3,323.25,79.99,46.47,35.51,2.13,60.88,34.15,35.66,80.68,41.89,99.61,21.18,7.66,34.88,235.34,213.25,116.91,122.07,15.05,120.68,102.54,258.046,291.5962,224.4958,280.9228,54.3689,277.48,279.16,277.48,279.16
2020-04-17,285.37,287.3,282.4,286.64,888467.71,284.5685,418026,158.57,446.5,315.25,87.17,47.64,37.33,2.195,62.34,35.81,37.19,81.09,42.14,100.13,21.67,7.49,33.68,242.43,215.29,122.06,121.75,14.68,121.09,102.76,260.3525,295.0852,225.6198,280.9397,57.5634,285.54,286.7,285.54,286.7
2020-04-20,282.61,286.29,281.35,281.59,722080.41,283.709,352794,159.7,512.6,325.5,83.57,46.4,36.53,2.35,63.86,35.74,36.34,79.87,41.97,98.58,21.34,7.3,30.0,236.64,212.74,120.62,122.07,14.8,120.44,102.61,262.992,295.6965,230.2875,280.9413,54.7965,281.31,281.87,281.31,281.87
2020-04-21,276.73,278.04,272.02,273.04,952553.56,274.428,493193,158.61,574.4,361.25,81.64,44.63,36.05,2.42,61.91,33.6,35.0,78.41,41.44,96.49,20.73,7.44,22.48,230.22,204.89,117.74,122.41,14.4,119.23,102.65,265.4965,292.7731,238.2199,280.9163,50.381,272.99,273.09,272.99,273.09
2020-04-22,278.35,281.0,276.91,279.1,625822.06,278.942,336086,161.73,533.8,328.75,84.44,46.29,36.4,2.496,59.92,34.3,35.4,79.1,41.48,97.44,21.07,7.7,20.08,234.77,210.97,119.17,122.03,14.6,119.375,102.26,267.294,293.1441,241.4439,280.9125,53.256,277.48,279.16,277.48,279.16
2020-04-23,280.49,283.94,278.75,279.08,880786.1,281.1225,453070,163.34,531.0,331.25,86.8,46.04,37.72,2.46,60.9,34.37,35.74,79.06,41.54,97.26,21.07,8.615,21.12,235.07,210.52,120.34,122.11,14.79,119.68,101.9,268.9085,293.434,244.383,280.9072,53.2451,277.48,279.16,277.48,279.16
2020-04-24,280.74,283.7,278.5,282.97,577852.95,280.988,269466,162.64,487.0,315.0,87.01,46.5,37.87,2.68,58.98,34.57,35.99,78.32,41.5,96.62,21.09,8.55,20.56,237.83,213.84,122.41,122.14,14.75,119.81,102.18,269.997,294.9854,245.0086,280.9111,55.1781,282.39,283.47,282.39,283.47
2020-04-27,285.09,288.27,284.62,287.05,556946.51,286.701,262413,161.56,431.0,308.75,89.71,46.89,40.5,2.99,59.68,35.29,36.54,78.64,41.61,96.99,21.39,8.795,17.52,241.32,215.56,127.26,121.49,14.74,120.42,102.34,271.6785,296.5042,246.8528,280.9224,57.1778,286.7,287.3,286.7,287.3
2020-04-28,291.02,291.4,285.4,285.73,795733.9,287.7805,363115,160.84,441.8,325.0,89.91,46.96,40.49,2.6681,62.8,35.65,37.17,78.88,41.68,97.16,21.46,8.4,17.04,241.09,211.5,129.11,122.02,14.63,120.51,102.37,272.8825,297.9801,247.7849,280.9349,56.3026,285.54,286.7,285.54,286.7
2020-04-29,291.53,294.88,290.41,293.21,869215.01,293.0735,398684,161.73,401.2,291.5,94.62,48.87,42.5,2.82,63.3,36.94,38.41,80.27,41.97,98.8,21.68,9.6,18.0,246.45,219.0,135.46,121.96,14.84,120.71,102.74,274.6555,300.232,249.079,280.9699,60.0357,292.24,293.62,292.24,293.62
2020-04-30,291.71,292.24,288.59,290.48,858151.54,290.3955,404479,158.8,419.3,289.5,92.0,46.19,41.19,2.66,62.19,35.71,37.14,80.43,41.77,99.03,21.15,9.87,19.12,243.22,218.91,130.31,121.67,14.48,122.03,103.54,276.872,299.721,254.023,280.9965,58.0853,290.34,291.74,290.34,291.74
2020-05-01,285.31,286.04,281.52,282.79,875108.14,283.311,404304,159.78,476.0,315.5,89.44,45.04,41.0,2.6,60.01,34.68,35.12,78.68,41.27,96.96,20.55,9.465,18.86,237.28,212.74,125.14,121.71,14.5,121.17,103.72,278.42,298.2714,258.5686,281.0016,52.8744,282.39,283.47,282.39,283.47
2020-05-04,280.69,283.9,279.13,283.57,599791.73,281.546,289895,160.34,459.8,304.25,91.44,44.98,41.06,2.4573,55.32,35.41,34.76,78.57,41.07,96.82,20.75,9.97,19.67,237.42,215.22,125.68,121.73,14.32,120.54,102.94,280.189,294.4751,265.9029,281.0066,53.3318,283.47,284.37,283.47,284.37
2020-05-05,286.64,289.25,285.75,286.19,614317.1,287.7875,282413,161.02,431.8,294.0,92.89,44.25,40.75,2.44,56.99,35.7,34.96,79.25,41.59,97.57,20.92,10.03,21.51,238.8,217.66,126.65,121.64,14.49,120.5,102.5,281.2555,293.8947,268.6163,281.0169,54.9144,285.54,286.7,285.54,286.7
2020-05-06,288.03,288.46,283.78,284.25,571522.22,286.2375,274616,158.95,440.5,288.5,90.05,44.51,40.5,2.43,54.78,35.43,34.4,78.8,41.54,97.2,20.95,10.75,20.85,236.86,219.0,125.72,121.19,14.49,119.57,101.97,282.2115,292.5014,271.9216,281.0229,53.4685,283.47,284.37,283.47,284.37
2020-05-07,287.75,289.78,287.13,287.68,561773.39,288.317,266387,161.39,412.7,277.25,92.64,45.8,40.91,2.55,57.26,34.44,34.76,79.0,41.64,97.45,20.97,11.975,20.47,238.91,221.82,127.44,121.93,14.84,119.69,102.31,282.894,292.7231,273.0649,281.035,55.69,287.3,288.66,287.3,288.66
2020-05-08,291.08,292.95,289.86,292.44,503826.83,291.559,234294,160.42,370.5,266.0,95.47,46.95,42.2,2.63,60.39,35.51,36.39,79.75,41.74,98.4,21.28,11.45,21.47,243.62,224.86,132.36,121.53,15.01,120.2,102.38,283.606,294.0177,273.1943,281.0535,58.641,292.24,293.62,292.24,293.62
2020-05-11,290.34,294.0,289.88,292.5,543585.88,292.278,253206,159.42,333.3,259.25,93.37,45.47,40.63,2.6,60.76,34.61,35.43,79.39,41.79,97.98,21.32,10.29,21.17,242.56,226.87,131.7,121.19,14.99,119.55,102.18,284.448,294.8768,274.0192,281.0735,58.6783,292.24,293.62,292.24,293.62
2020-05-12,293.78,294.24,286.55,286.67,674160.92,290.6075,290909,160.04,384.0,274.75,91.1,44.99,39.01,2.47,60.08,32.98,34.74,79.29,41.76,97.93,21.07,10.63,20.97,238.08,222.12,126.97,121.59,15.0,118.97,102.49,284.592,295.0599,274.1241,281.0856,53.6112,285.54,286.7,285.54,286.7
2020-05-13,286.05,287.19,278.96,281.6,1075772.88,282.3325,514625,161.58,440.6,285.0,88.7,45.72,37.32,2.3,58.12,31.28,33.84,78.87,41.73,97.35,20.85,11.21,20.6,232.82,219.34,122.72,121.84,15.12,118.4,102.17,284.784,294.8778,274.6902,281.0874,49.5999,281.31,281.87,281.31,281.87
2020-05-14,278.93,285.11,272.99,284.97,985905.33,280.78,486056,163.01,407.5,275.5,90.05,46.56,37.49,2.28,59.16,31.58,34.16,78.6,41.59,97.08,20.77,11.8,21.45,236.75,221.83,123.12,122.03,15.39,118.46,102.03,285.0775,294.8287,275.3263,281.0996,52.1621,284.82,285.43,284.82,285.43
2020-05-15,282.4,286.33,281.34,286.28,705729.24,284.283,339606,163.93,392.3,270.0,89.16,47.59,38.07,2.47,58.21,31.69,34.12,78.71,41.54,97.13,20.55,11.05,22.39,236.91,223.27,125.08,121.95,16.13,117.41,102.19,285.0595,294.8004,275.3186,281.1112,53.159,285.54,286.7,285.54,286.7
2020-05-18,293.05,296.75,292.7,295.0,791250.67,294.955,366407,162.69,354.4,255.0,92.55,51.42,40.86,2.5501,60.83,32.86,35.8,80.1,41.87,98.78,21.3,11.41,24.31,245.93,227.43,132.68,121.2,16.4,118.19,103.15,285.73,296.2392,275.2208,281.1461,59.2466,294.88,295.97,294.88,295.97
2020-05-19,294.34,296.21,291.95,291.97,661912.56,294.6255,310661,164.26,380.0,257.25,89.62,51.82,40.41,2.66,58.36,32.43,34.82,80.2,41.99,98.9,21.27,11.41,24.44,242.22,226.86,130.06,121.54,16.8,118.69,103.21,286.6765,295.7561,277.5969,281.1688,56.4989,291.74,292.24,291.74,292.24
2020-05-20,295.82,297.87,295.57,296.93,573093.39,296.8385,267051,164.65,345.0,241.5,93.0,52.39,40.68,2.64,60.65,32.27,35.35,81.05,42.26,99.98,21.53,11.225,25.34,245.73,231.39,134.0,121.57,17.0,118.45,103.7,287.568,296.9917,278.1443,281.1974,59.7867,296.74,298.49,296.74,298.49
2020-05-21,296.78,297.67,293.68,294.88,600744.17,295.4625,308409,162.25,357.1,249.0,92.04,51.82,40.0,2.5,59.25,32.61,35.12,81.03,42.41,99.96,20.72,10.58,26.6,245.02,228.87,134.24,121.65,16.53,118.34,103.42,288.358,297.4461,279.2699,281.2233,57.8409,294.88,295.97,294.88,295.97
2020-05-22,294.57,295.63,293.22,295.44,429399.53,294.4485,206496,163.21,352.8,246.75,90.28,52.12,39.48,2.61,59.19,32.93,35.38,81.23,42.63,100.29,19.66,10.66,25.57,244.88,229.66,134.89,121.88,16.64,117.89,102.99,288.9815,298.2153,279.7477,281.2425,58.2407,294.88,295.97,294.88,295.97
2020-05-26,301.93,302.19,298.69,299.08,599030.86,300.5835,278345,160.89,346.6,248.0,93.3,51.46,41.51,2.5,61.64,33.55,37.13,81.84,42.89,101.15,19.94,10.18,25.66,250.25,229.04,138.78,121.56,16.58,119.39,103.69,289.583,299.7548,279.4112,281.2762,60.8403,298.93,301.13,298.93,301.13
2020-05-27,302.1,303.57,296.87,303.53,760036.97,300.562,353725,161.18,334.6,244.5,93.9,52.34,43.1,2.485,62.75,34.59,39.0,82.01,43.11,101.45,19.66,10.54,25.0,255.77,230.29,143.09,121.66,16.76,118.68,103.86,290.473,302.1449,278.8011,281.3292,63.8067,302.63,306.53,302.63,306.53
2020-05-28,304.65,306.84,302.24,302.97,678425.77,304.6715,314420,161.72,353.8,245.75,90.87,52.51,42.55,2.35,62.66,34.43,39.0,82.09,43.31,101.51,19.74,10.88,25.03,254.35,229.99,139.7,121.55,16.82,119.25,104.54,290.961,303.8069,278.1151,281.3752,63.1583,302.63,306.53,302.63,306.53
2020-05-29,302.46,304.96,299.59,304.32,828094.57,302.4935,409177,162.91,335.7,235.75,91.7,53.92,42.26,2.37,61.44,34.0,39.31,82.42,43.12,101.99,19.84,10.89,25.88,254.29,233.36,138.9,121.94,17.3,119.62,104.78,291.653,305.7508,277.5552,281.4346,64.1053,302.63,306.53,302.63,306.53
2020-06-01,303.61,306.21,303.06,305.55,386175.64,305.105,184026,163.66,338.5,232.5,92.79,54.87,42.46,2.49,62.61,35.07,38.89,82.72,43.09,102.18,20.48,11.28,26.22,255.27,234.06,140.23,121.77,17.74,121.04,105.14,292.791,307.5043,278.0777,281.4636,64.9883,302.63,306.53,302.63,306.53
2020-06-02,306.55,308.13,305.1,308.08,537581.17,306.624,246615,162.6,324.9,228.25,94.69,55.75,43.23,2.41,62.5,36.42,39.67,83.54,43.4,103.22,21.15,11.415,27.07,257.85,235.63,141.39,121.57,17.5,121.5,105.43,294.0165,309.5155,278.5175,281.5082,66.7975,308.0,310.68,308.0,310.68
2020-06-03,310.23,313.22,309.94,312.18,610565.03,311.661,270684,159.6,304.0,224.25,97.18,56.53,44.1,2.43,60.1,37.48,40.51,83.93,43.67,103.88,21.57,11.34,27.12,263.17,236.69,144.8,120.85,17.15,122.0,106.17,295.316,312.2629,278.3691,281.5664,69.5442,310.68,312.69,310.68,312.69
2020-06-04,311.11,313.0,309.08,311.36,584667.78,311.197,275385,161.28,299.8,229.5,96.28,56.65,44.64,2.43,64.07,36.67,41.14,83.67,43.56,103.54,21.39,11.73,27.5,263.33,235.03,144.59,120.37,17.18,121.94,106.96,296.6715,314.1883,279.1547,281.6205,68.3268,310.68,312.69,310.68,312.69
2020-06-05,317.27,321.28,317.16,319.34,931905.73,319.3455,418887,158.01,275.5,216.0,100.81,56.55,45.47,2.42,64.92,38.23,42.52,84.46,43.95,104.61,22.09,11.255,28.87,271.54,239.69,150.18,119.77,16.86,122.66,106.59,298.2545,317.8355,278.6735,281.7292,73.2368,319.24,319.8,319.24,319.8
2020-06-08,320.22,323.41,319.63,323.2,552027.92,321.413,257026,159.72,284.7,210.75,103.24,58.28,45.49,2.375,68.67,39.07,42.89,84.56,44.15,104.76,22.22,11.58,28.37,276.28,241.55,153.09,119.9,17.22,123.29,106.66,299.7925,321.9657,277.6193,281.7999,75.2366,322.66,323.8,322.66,323.8
2020-06-09,320.29,322.37,319.36,320.79,556938.23,320.9765,261993,161.26,305.9,206.0,101.53,57.75,44.25,2.31,66.77,38.32,42.38,83.9,44.03,104.08,22.32,11.53,28.42,273.38,243.3,150.26,120.33,17.01,123.26,107.01,301.207,324.8964,277.5176,281.8669,71.6375,320.73,322.6,320.73,322.6
2020-06-10,321.42,322.39,318.22,319.0,710047.84,320.198,355209,163.57,303.4,198.25,97.58,58.57,44.1,2.41,64.54,37.73,41.34,83.78,44.02,103.91,22.31,12.295,28.43,270.46,246.22,146.18,121.23,17.58,123.64,107.53,302.8235,326.7356,278.9114,281.948,68.9974,317.68,319.24,317.68,319.24
2020-06-11,311.46,312.15,300.01,300.61,1601028.29,305.084,776190,162.39,455.6,228.0,89.37,55.55,39.66,2.27,59.85,35.55,38.6,81.63,43.06,101.26,21.25,10.8,26.36,252.03,234.02,135.03,121.66,17.06,121.89,106.67,303.774,325.6616,281.8864,282.0395,49.0127,298.93,301.13,298.93,301.13
2020-06-12,308.24,309.08,298.6,304.21,1416795.85,303.467,750795,162.62,404.6,222.75,92.39,57.5,41.2,2.36,62.2,36.23,39.43,82.44,43.55,102.28,21.72,10.88,26.43,256.74,235.88,138.27,121.39,16.9,121.26,106.23,304.736,324.8528,284.6192,282.1352,51.9469,302.63,306.53,302.63,306.53
2020-06-15,298.02,308.28,296.74,307.05,1004801.01,303.732,508102,162.33,388.0,214.5,91.23,57.09,41.92,2.38,62.76,36.18,39.5,83.24,43.69,102.99,21.09,10.89,26.98,258.35,238.75,140.99,121.29,16.85,121.95,106.81,305.7745,324.0315,287.5175,282.2113,54.1868,306.53,307.13,306.53,307.13
2020-06-16,315.47,315.64,307.67,312.96,1086970.51,312.7055,505898,162.25,376.9,203.75,94.03,57.45,44.59,2.382,64.85,36.89,40.75,83.58,43.81,103.74,21.1,10.905,27.64,263.82,242.85,144.38,121.04,16.9,121.695,106.28,306.6725,324.4827,288.8623,282.3126,58.5198,312.81,313.84,312.81,313.84
2020-06-17,314.06,314.39,310.86,311.66,567857.31,312.672,268187,162.56,375.3,201.5,91.54,57.46,44.0,2.4,63.49,36.66,40.47,83.19,43.85,103.5,21.36,10.7,27.28,261.82,243.62,141.77,121.23,16.99,121.52,106.08,307.657,324.2422,291.0718,282.363,57.2374,310.68,312.69,310.68,312.69
2020-06-18,310.0,312.3,309.51,311.78,540923.14,311.146,256381,162.24,366.9,199.75,91.94,56.13,43.52,2.4227,64.02,36.2,40.58,83.16,43.78,103.19,21.41,10.58,27.89,261.45,244.28,141.72,121.5,16.84,120.25,105.72,308.3995,324.3133,292.4857,282.411,57.3304,310.68,312.69,310.68,312.69
2020-06-19,314.17,314.38,306.53,308.64,832175.59,310.258,389324,164.03,375.0,200.0,90.63,55.02,42.7,2.39,63.22,35.68,40.24,82.88,43.78,103.06,21.37,10.31,28.23,258.8,244.24,140.99,121.54,17.12,119.69,105.58,309.0875,323.7439,294.4311,282.4767,54.0214,308.0,310.68,308.0,310.68
2020-06-22,307.99,311.05,306.75,310.62,530594.02,309.5265,246852,165.09,347.2,193.0,91.59,56.12,42.3,2.37,61.42,35.62,40.0,82.82,43.85,102.9,21.7,10.565,28.98,260.32,246.74,142.4,121.43,17.17,120.7,106.2,309.8465,323.1027,296.5903,282.5216,55.7555,308.0,310.68,308.0,310.68
2020-06-23,313.49,314.5,311.61,312.05,495326.65,313.1865,224721,166.48,336.2,188.0,91.44,56.92,42.22,2.4299,61.16,35.18,39.93,82.94,44.02,103.07,21.8,10.945,28.72,261.5,248.84,143.0,121.39,17.42,121.21,106.67,310.495,322.817,298.173,282.5655,57.0165,310.68,312.69,310.68,312.69
2020-06-24,309.84,310.51,302.1,304.09,1009950.91,305.0265,479443,165.9,370.9,199.0,87.64,55.63,40.67,2.5,59.44,33.52,39.32,82.09,43.69,101.96,21.61,10.2,27.25,254.63,243.71,138.36,121.62,16.92,120.2,106.19,310.523,322.7839,298.2621,282.6306,48.697,302.63,306.53,302.63,306.53
2020-06-25,303.48,307.64,301.28,307.35,672540.28,304.568,326015,165.8,349.0,193.5,89.21,56.76,41.42,2.5163,59.87,33.7,39.95,82.12,43.53,101.89,21.68,10.14,27.94,257.44,246.03,140.45,121.64,17.25,120.27,105.9,310.742,322.6055,298.8785,282.6803,51.799,307.13,308.0,307.13,308.0
2020-06-26,306.16,306.39,299.42,300.05,915857.65,301.6095,429132,166.54,381.4,207.5,86.46,55.8,40.6,2.45,58.28,33.03,38.93,81.34,43.13,100.96,21.5,9.7,27.36,250.38,240.22,136.67,121.97,17.25,119.45,105.93,310.5285,322.9855,298.0715,282.7276,45.2073,298.93,301.13,298.93,301.13
2020-06-29,301.4,304.46,298.93,304.46,562198.01,302.417,261801,166.63,353.8,201.25,87.67,55.59,40.9,2.3,59.26,32.65,39.66,80.88,43.05,100.13,21.4,9.49,28.27,255.91,242.84,141.14,122.09,17.29,119.0,106.01,310.474,323.0268,297.9212,282.764,49.3967,302.63,306.53,302.63,306.53
2020-06-30,303.98,310.2,303.82,308.36,737470.62,307.3665,331475,167.37,327.7,189.0,89.23,56.18,41.41,2.2752,59.71,32.1,39.9,81.62,43.38,101.16,21.37,9.605,28.06,257.87,247.6,143.18,121.87,17.63,119.98,105.99,310.488,323.0307,297.9453,282.82,52.8315,308.0,310.68,308.0,310.68
2020-07-01,309.56,311.89,309.07,310.52,510880.59,310.655,250308,166.62,313.1,182.25,87.62,55.98,40.38,2.3,58.57,32.17,39.41,81.53,43.38,100.95,21.5,9.76,28.35,257.31,250.49,141.82,121.57,17.44,120.84,106.15,310.405,322.9237,297.8863,282.8619,54.6668,308.0,310.68,308.0,310.68
2020-07-02,314.23,315.7,311.51,312.23,514508.56,313.57,244789,166.98,303.7,178.5,88.31,56.29,41.4,2.3334,58.45,32.56,39.56,82.13,43.45,101.72,22.06,9.37,28.75,258.42,252.19,142.4,121.72,17.35,120.65,106.04,310.4485,322.9862,297.9108,282.9066,56.1223,310.68,312.69,310.68,312.69
2020-07-06,316.37,317.68,315.56,317.05,414976.98,316.4325,193256,167.98,303.6,165.5,88.57,56.95,41.65,2.3326,59.45,33.27,39.67,82.72,43.61,102.44,22.89,9.94,28.96,263.0,258.39,143.43,121.54,17.69,120.94,106.71,310.334,322.5834,298.0846,282.9485,60.019,315.48,317.68,315.48,317.68
2020-07-07,315.38,317.52,313.37,313.78,599174.03,315.4605,261028,169.04,319.5,168.75,86.31,56.91,41.18,2.63,58.69,32.6,39.22,82.17,43.43,101.88,22.34,9.7535,28.79,259.04,256.61,140.89,121.93,17.68,121.42,106.33,309.863,320.7454,298.9806,283.003,56.362,312.81,313.84,312.81,313.84
2020-07-08,314.61,316.3,312.7,316.18,424128.82,314.83,197018,170.09,307.3,162.0,86.35,58.3,39.66,2.77,57.93,31.78,38.68,82.39,43.21,102.13,22.55,10.33,29.18,260.72,259.99,141.94,121.74,18.16,122.1,106.92,309.6325,319.7476,299.5174,283.0444,58.3671,315.48,317.68,315.48,317.68
2020-07-09,316.84,317.1,310.68,314.38,647697.64,313.72,292967,169.63,315.0,158.0,82.74,57.96,38.8,2.5398,55.58,31.26,37.81,82.21,43.17,101.81,22.13,9.87,28.41,257.24,262.18,139.07,122.15,18.04,122.07,106.47,309.4015,318.8387,299.9643,283.1041,56.2785,313.84,315.31,313.84,315.31
2020-07-10,314.25,317.88,312.76,317.59,436777.83,315.823,195885,169.19,302.3,154.5,85.23,58.9,40.45,2.58,58.52,31.76,39.38,82.49,43.32,102.13,21.89,9.75,29.03,260.82,263.97,141.31,121.89,18.13,122.25,106.6,310.2505,319.4227,301.0783,283.1483,59.0899,315.48,317.68,315.48,317.68
2020-07-13,320.13,322.71,314.13,314.84,731587.07,319.03,333757,169.4,345.6,164.0,85.4,58.75,39.94,2.79,58.02,33.24,39.76,82.04,43.32,101.62,21.96,9.6,28.5,261.04,258.54,139.52,122.02,18.41,121.59,107.04,310.782,319.7215,301.8425,283.2163,55.7807,313.84,315.31,313.84,315.31
2020-07-14,313.28,319.76,312.0,318.92,705080.42,315.9795,364172,170.19,315.3,160.5,88.35,60.84,41.06,2.69,58.81,33.05,40.44,82.74,43.46,102.59,22.1,9.735,28.88,266.59,260.37,141.83,122.01,18.69,121.49,107.44,311.3755,320.8077,301.9433,283.2899,59.4125,317.68,319.24,317.68,319.24
2020-07-15,322.39,323.04,319.26,321.85,627640.96,321.499,311632,170.34,302.3,159.5,88.89,60.87,41.68,2.63,60.52,33.66,40.9,83.21,43.68,103.23,21.89,9.47,29.29,268.91,260.9,147.03,121.97,18.87,121.91,107.63,311.82,322.2898,301.3502,283.3605,61.8365,320.73,322.6,320.73,322.6
2020-07-16,319.79,321.28,319.09,320.79,420814.13,320.083,216831,168.73,295.0,163.0,88.36,61.18,41.76,2.98,60.37,33.43,40.96,83.29,43.58,103.32,21.61,9.31,29.16,267.47,259.12,146.16,122.06,18.49,121.52,107.37,312.2765,323.451,301.102,283.4064,60.4304,320.73,322.6,320.73,322.6
2020-07-17,321.88,322.57,319.73,321.72,385410.26,321.496,200443,170.12,279.5,162.75,87.19,62.15,41.26,2.9155,60.82,33.33,41.17,83.52,43.78,103.69,21.67,9.54,29.1,266.74,259.42,146.59,122.03,18.75,121.69,107.89,312.7735,324.6759,300.8711,283.4494,61.2627,320.73,322.6,320.73,322.6
2020-07-20,321.43,325.13,320.62,324.32,385854.11,323.1865,184965,170.94,259.5,148.5,85.27,62.42,40.7,2.92,60.16,32.47,40.22,84.02,43.99,104.31,21.65,9.42,29.12,266.82,266.78,145.96,122.11,19.27,122.52,107.98,313.5575,326.3034,300.8116,283.4953,63.5697,323.8,328.63,323.8,328.63
2020-07-21,326.45,326.93,323.94,325.01,423202.47,325.7915,211024,173.0,263.0,153.0,91.39,61.31,41.89,2.88,60.58,32.95,40.86,84.41,44.09,104.78,21.73,9.87,29.72,268.34,264.0,148.03,122.24,20.46,123.28,108.69,314.277,327.8745,300.6795,283.5464,64.1794,323.8,328.63,323.8,328.63
